@relation Issues

@attribute Title string
@attribute Body string
@attribute Label {bug,enhancement}

@data
autocomplete,'ready tackle autocomplete start folks interested autocomplete hahn related planning autocomplete code checking providers popular code hahn produced recently apis autocomplete daemons https github nsf plan attack version mind autocomplete autocomplete modifications write ui pops box great language support nice great research top head thinking opinions architectural hahn wrote recently explaining pitfalls frustrations autocomplete improvements autocomplete providers languages generic providers explanations apis autocomplete related frustrations desires resources discuss thread https discuss atom io improve autocomplete hahn autocomplete https github hahn autocomplete generic https github atom community autocomplete https github haxeide atom autocomplete async providers ruby https atom io packages rust https atom io packages generic https github nsf python generic https github davidhalter js https github marijnh https github majutsushi tagbar javascript coffee https github lukaszkorecki coffeetags https github mntmn autocomplete providers https github atom community autocomplete autocomplete providers',enhancement
'deserializing correctly reloads cases','',bug
'add support string configuration options','text configuration string multiple lines past text box configuration set screen shot https cloud githubusercontent assets bd420506 794f 11e4 84d5 ab3cd068c3c8 png set config screen shot https cloud githubusercontent assets d2f5a81c 794f 11e4 e416b17cf920 png sh atom version os',enhancement
'atom start x2go','issue version v0 debian package ubuntu vm running vmware esxi error browser main loop cc running suid sandbox https code google chromium linuxsuidsandboxdevelopment information developing sandbox xlib xinputextension missing display xlib xinputextension missing display app load time 368ms error gl surface glx cc glx error gl surface cc glsurfaceglx initializeoneoff failed error gpu child thread cc exiting gpu process due errors initialization atom fatal io error resource server installed webupd8 sudo apt repository ppa webupd8team atom sudo apt update sudo apt install atom issue compiled sources issue replicate click file menu start moving mouse fail error updated latest version debian package won start fail error',bug
'doesn file operations','operation file system isn affected undo redo file click tree file enter file press enter hit ctrl edit undo file deleting files system ubuntu x64 atom',enhancement
'bug found','code indented screen shot https cloud githubusercontent assets f78248fc 11e4 339b2fa3bd89 png indentation screen shot https cloud githubusercontent assets 047facde 11e4 8fcb e260bef260cc png',bug
'atom official file won start ubuntu','start user error javascript error occured browser process uncaught exception error eperm operation permitted tmp atom sock error native object fs unlinksync fs js atomapplication module exports atomapplication deletesocketfile usr share atom resources app src browser atom application js atomapplication module exports atomapplication listenforargumentsfromnewprocess usr share atom resources app src browser atom application js atomapplication usr share atom resources app src browser atom application js socket createatomapplication usr share atom resources app src browser atom application js socket emit events js net js process tickcallback node js close message debug tools window launches atom debug tools https cloud githubusercontent assets d9fed9d4 77bb 11e4 88c2 b371410254d6 png start launches fine running',bug
'size gui','people reported atom config files problem simply local file atom atom theme ui variables edit check reasonable fixing ui family menu people',enhancement
'atom line doesn work atom app directory','title summarises issue line searches atom app atom path mdfind kmditemcfbundleidentifier github atom shipit',enhancement
'installing atom privilidges','atempting compile atom source university machine user privilidges access errors occur npm version compiling local node running obtain compiled form run sublime install user prvilidges',enhancement
'add install','script build asymmetric script install papercuts redirected portable',enhancement
'atom editor foreground opened console','os ubuntu atom version steps reproduce atom opened console open file atom atom php expected result file atom window moved foreground actual result file background atom window move foreground',bug
'random errors console','happened atom background note source err closed error failed load resource net err closed https www google analytics collect event ec command ea window el wiâ id f896320359d4d1fabd343d723e32a91017ad066a atom av sr 1366x768 uncaught error write epipe events js uncaught error enoent file directory users redacted appdata local atom app resources app node modules coffeestack node modules source map lib source map base64 vlq js fs js uncaught error spawn users redacted appdata local atom app atom exe enoent events js uncaught error enoent file directory users redacted appdata local atom app resources app node modules coffeestack node modules source map lib source map source map generator js fs js failed load resource net err file found file users redacted appdata local atom app resources app 3afalse 2c 22appversion 3a 2c 22shellloadtime 3a1256 7d related caused updater atom windows x64 safe mode',bug
'split treeview','split key doesn treeview active',enhancement
'','show invisibles feature realy nice configuration invisible chars type chars display line type chars display depending position trailing line whitespace whitespace type low atom invisibles https cloud githubusercontent assets 0e366e44 74ae 11e4 8f6c 1d2274129f8d png',enhancement
'make programmatic transitional jumpy','programmatic jumpy negatively impacts ux nice setbufferposition position true transitionduration transitiontiming ease developers editor duration timing back nice 3s ease',enhancement
atom,'latest release type randomly atom press enter move cursor asif program responding open file works linux linux rdi gu smp sun pst x86 x86 x86 gnu linux distro ubuntu atom kernel bfs bfq patched problem running mainstream kernel',bug
'file unfriendly','significant improvement files opening directory true directory open create temporary bash scripts experiments files home atom edit inevitably slows crawl files directory symbols hang long lovely differentiate opening directory opening file people feature issue put files home',enhancement
'open files browser atom','atom open files browser atom open url users txt sublime text subl open great people debugging',enhancement
'textbuffer scan wipes bookmarks','cc benogle decorations reported issue package https atom io packages bookmarks save repro bookmarks https cloud githubusercontent assets 0a8d764e 71ce 11e4 8e67 a99c9e91efda gif repro steps open file bookmark text open javascript console execute editor atom workspace getactiveeditor execute buffer editor execute buffer scan function obj obj replace expected bookmark remains actual bookmark disappears versions atom 85fae83 atom shell os mac os misc apm npm node python git report created posted atom editor package bug report version',bug
'cursor misplacement','language colorations labels cursor broken capture https cloud githubusercontent assets 391f2e30 71b0 11e4 9bf1 e1367f478130 png labels superscript annoyingâ',bug
'improve ux tabs','nice atom chrom ium dragging video showing http youtu qe3djoctglm',enhancement
'add downloaded','recently discovered downloaded packages https atom io packages list desc downloads featured trending https atom io packages show top packages wasn click https atom io packages link image https cloud githubusercontent assets d0f61070 11e4 5a4db0c4fb3d png link downloaded mind trending section featured section mind',enhancement
'key breaks multikey linux','press shift multikey keybinding unable resolve demonstrate results atom ubuntu linux x86 dev tools atom test body core confirm keybinding resolver output image https cloud githubusercontent assets be6c93ca 703e 11e4 8f79 0e109e0c4dc8 png shift image https cloud githubusercontent assets e4f022dc 703e 11e4 9d51 075f5dcf92c5 png shift image https cloud githubusercontent assets 212d72d6 703f 11e4 940d d5c7e3b07a37 png keybinding works shift op shift image https cloud githubusercontent assets 70ea2b3e 703f 11e4 816e cf18259332fe png released shift pressed keybinding fail resolve tested keybinding found succeeded pressed shift point typing shift event multikey bindings atom vim mode',bug
'completions shadow dom enabled','',bug
'atom doesn start','start atom home myname debian atom error javascript error occured browser process uncaught exception typeerror path join strings object exports join path js atomprotocolhandler usr share atom resources app src browser atom protocol handler js atomapplication usr share atom resources app src browser atom application js createatomapplication usr share atom resources app src browser atom application js function module exports atomapplication open usr share atom resources app src browser atom application js eventemitter anonymous usr share atom resources app src browser main js eventemitter emit events js instance running started directory system amd64 smp debian deb7u1 x86 gnu linux info https discuss atom io atom start',bug
'feature request mru files','files recently opened previous windows file menu file recent files menu top recently files descending file recent files top recent files recent top recent',enhancement
'atom completion error transaction open','atom causing atom crash issue times randomly reproduce editor starts weird focusing tab hit ctrl video http youtu wmd8q rfoj0',bug
'issue unclear preference options','indent paste normalize indent paste normalize suggesting clearer captions',enhancement
anchor,'middle select text ctrl wheel selected text scrolls screen visual studio wordpad prob anchored top window selection focus scroll view',enhancement
'improve messaging','status main goal improve exception user user messaging config file error info theme dev reload showing error message exception flow submit bug report stack trace related atom info copy stack trace state repo https github atom notifications results growl notifications https cloud githubusercontent assets 6e5ef102 719c 11e4 851a f28a0be91d72 gif',enhancement
bundling,'noto fonts editor support syntax hints highlights',enhancement
'reload cursor misalignment face fonts','related fonts face fonts package reload cursor selection alignment misbehave switching empty family box switch back face properly steps reproduce face outlined https discuss atom io load google fonts http atom io packages fonts put aka coder open file atom view reload cursor selection check click selecting word typing row characters switch empty family switch file switch put aka coder switch file aka coder',enhancement
'editor removed appears palette','atom git repository command palette editor event repo doesn screen shot https cloud githubusercontent assets 73d2a7cc 6c11 11e4 9cc3 3c46d72983e9 png steps reproduce shell git init atom safe cmd open editor cmd shift open palette',bug
'improvement suggestion','question link https discuss atom io atom hacking core editor answers valuable postcasio answer newbies started contributing atom answer convenience resources path atom app contents resources app copy local copy atom repository cloned users yjw9012 github atom run atom users yjw9012 github atom loading code bundled atom app load code source dev mode load github atom copy run atom faster code source code rebuilding executing script build true building atom people long answer bit put build instruction os https github atom atom blob master build os md contribution guide pages',enhancement
'starting atom windows console waits shouldn','loading problem starting atom atom dev console starting atom shows debug prompt runs foreground safe mode autocomplete app load time 246ms info renderer main cc renderer process started info console react devtools http fb react devtools source chocolatey lib atom tools atom resources app node modules react atom fork lib react js info console window load time 4921ms source file chocolatey lib atom tools atom resource app static index js info console responder source autocomplete js js info console responder source autocomplete js js info console responder source autocomplete js js repro steps cd directory atom dev expected prompt load atom actual versions atom atom shell os microsoft windows pro media center misc apm npm node python git visual studio report created posted atom editor package bug report version',bug
'canceling update','update tethering airplane wifi bandwidth constrained nice click update atom menu shown dialog cancel update update checking occurs mind canceled time atom started',enhancement
'atom deprecated gnomekeyring','compiling atom linux output showing code related gnomekeyring output src cc function bool addpassword const string const string const string src cc gnomekeyringresult gnome keyring const gnomekeyringpasswordschema const gchar const gchar const gchar declared usr include gnome keyring gnome keyring secret wdeprecated declarations gnomekeyringresult result gnome keyring src cc gnomekeyringresult gnome keyring const gnomekeyringpasswordschema const gchar const gchar const gchar declared usr include gnome keyring gnome keyring secret wdeprecated declarations null src cc function bool getpassword const string const string std string src cc gnomekeyringresult gnome keyring const gnomekeyringpasswordschema gchar declared usr include gnome keyring gnome keyring secret lookup wdeprecated declarations gnomekeyringresult result gnome keyring src cc gnomekeyringresult gnome keyring const gnomekeyringpasswordschema gchar declared usr include gnome keyring gnome keyring secret lookup wdeprecated declarations null src cc void gnome keyring free gchar declared usr include gnome keyring gnome keyring secret free wdeprecated declarations gnome keyring free passwords src cc void gnome keyring free gchar declared usr include gnome keyring gnome keyring secret free wdeprecated declarations gnome keyring free passwords src cc function bool deletepassword const string const string src cc gnomekeyringresult gnome keyring delete const gnomekeyringpasswordschema declared usr include gnome keyring gnome keyring secret wdeprecated declarations gnome keyring delete src cc gnomekeyringresult gnome keyring delete const gnomekeyringpasswordschema declared usr include gnome keyring gnome keyring secret wdeprecated declarations null gnome keyring result src cc function bool findpassword const string std string src cc gnomekeyringresult gnome keyring const gnomekeyringpasswordschema gchar declared usr include gnome keyring gnome keyring secret lookup wdeprecated declarations gnomekeyringresult result gnome keyring src cc gnomekeyringresult gnome keyring const gnomekeyringpasswordschema gchar declared usr include gnome keyring gnome keyring secret lookup wdeprecated declarations null src cc void gnome keyring free gchar declared usr include gnome keyring gnome keyring secret free wdeprecated declarations gnome keyring free passwords src cc void gnome keyring free gchar declared usr include gnome keyring gnome keyring secret free wdeprecated declarations gnome keyring free passwords',enhancement
'feature request add crash restore','today atom crashed',enhancement
'correctly detect','atom guess encoding opening file fails fallback encoding ago missing libraries issue isn library created patch main issue atom open files utf8 encoding set utf8 files acceptable behavior editor tagged blocker https github mooz node icu charset detector https www npmjs package encoding',enhancement
'wide find','replace cmd shift replacements replace replace enabled atom os errors logged atom console console app atom replace issue https cloud githubusercontent assets 5f8ba2fa 69b9 11e4 88cf 17219802da41 gif',bug
'collapsing multi line work','write empty line works atom line line click multi line atom os linux mint collapsing collapsing collapsing https cloud githubusercontent assets 11e0a0dc 11e4 b35dda49d859 png collapsing2 https cloud githubusercontent assets 11e7829e 11e4 8d8e cfb3e54b04c9 png',bug
'make getrepositories pluggable support','populates repo result gitrepository open atom support subversion mercurial subclassing gitrepository simply forwarding git status information subscribing window focus constructor generic base support module repository directory refresh status',enhancement
