@relation Issues

@attribute Title string
@attribute Body string
@attribute Label {bug,enhancement}

@data
'Should use name of symlink for determining file type or have an option ',' Have you read Atom s Code of Conduct By filing an Issue you are expected to comply with it including treating everyone with respect https github com atom atom blob master CODE OF CONDUCT md Do you want to ask a question Are you looking for support The Atom message board is the best place for getting support https discuss atom io Prerequisites X Put an X between the brackets on this line if you have done all of the following Reproduced the problem in Safe Mode http flight manual atom io hacking atom sections debugging using safe mode Followed all applicable steps in the debugging guide http flight manual atom io hacking atom sections debugging Checked the FAQs on the message board for common solutions https discuss atom io c faq Checked that your issue isn t already filed https github com issues utf8 q is 3Aissue user 3Aatom Checked that there is not already an Atom package that provides the described functionality https atom io packages Description Feature request I have a symlink in my source directory main c which is a link to main c variant1 or perhaps one of the other variants Atom nicely follows the link but the fact that the destination file isn t c causes it to not do any syntax highlighting or other language specific stuff It would be nice if it made that decision based on the name of the symlink or perhaps only when the destintation file is of unknown type or perhaps with an option setting Steps to Reproduce 1 Find say sample c in your source directory 2 Rename it sample c notype 3 Create a symbolic link sample c to point to it 4 Open sample c in Atom Expected behavior What you expect to happen It should be able to figure out that it s a C program Actual behavior What actually happens It doesn t Reproduces how often What percentage of the time does it reproduce 100 Versions Atom 1 12 9 Electron 1 3 13 Chrome 52 0 2743 82 Node 6 5 0 apm 1 12 9 npm 3 10 5 node 4 4 5 python 2 7 12 git 2 7 4 Additional Information Any additional information configuration or data that might be necessary to reproduce the issue ',enhancement
'command line interface refinement macOS ',' Have you read Atom s Code of Conduct By filing an Issue you are expected to comply with it including treating everyone with respect https github com atom atom blob master CODE OF CONDUCT md Do you want to ask a question Are you looking for support The Atom message board is the best place for getting support https discuss atom io Prerequisites X Put an X between the brackets on this line if you have done all of the following Reproduced the problem in Safe Mode http flight manual atom io hacking atom sections debugging using safe mode Followed all applicable steps in the debugging guide http flight manual atom io hacking atom sections debugging Checked the FAQs on the message board for common solutions https discuss atom io c faq Checked that your issue isn t already filed https github com issues utf8 q is 3Aissue user 3Aatom Checked that there is not already an Atom package that provides the described functionality https atom io packages Description jump to line number via command line momentarily shows additional dock icon Steps to Reproduce 1 open any file 2 jump to line x with command line atom path to file txt x 3 additional dock icon is momentarily shown then the jump to line x occurs Expected behavior What you expect to happen no additional dock icon is shown Actual behavior What actually happens additional dock icon is momentarily shown Reproduces how often What percentage of the time does it reproduce always Versions latest Atom 1 14 4 Electron 1 3 13 ',enhancement
'Proxy icon shows in directory stack only when no files open',' Have you read Atom s Code of Conduct By filing an Issue you are expected to comply with it including treating everyone with respect https github com atom atom blob master CODE OF CONDUCT md Do you want to ask a question Are you looking for support The Atom message board is the best place for getting support https discuss atom io Prerequisites x Put an X between the brackets on this line if you have done all of the following Reproduced the problem in Safe Mode http flight manual atom io hacking atom sections debugging using safe mode Followed all applicable steps in the debugging guide http flight manual atom io hacking atom sections debugging Checked the FAQs on the message board for common solutions https discuss atom io c faq Checked that your issue isn t already filed https github com issues utf8 q is 3Aissue user 3Aatom Checked that there is not already an Atom package that provides the described functionality https atom io packages Description From Terminal in a folder like Sites project when running atom safe too this happens img width 204 alt screen shot 2017 03 07 at 11 34 05 src https cloud githubusercontent com assets 898057 23652768 6abbed94 032a 11e7 9187 64727c702aee png Steps to Reproduce 1 Launch Atom in a directory underneath your home directory from Terminal using atom 1 Close any open files 1 Right click the proxy icon Expected behavior Proxy icon stack should show a correct file path Actual behavior Proxy icon shows in the file path Versions You can get this information from copy and pasting the output of atom version and apm version from the command line Also please include the OS and what version of the OS you re running atom version Atom 1 14 4 Electron 1 3 13 Chrome 52 0 2743 82 Node 6 5 0 apm version apm 1 15 3 npm 3 10 5 node 4 4 5 x64 python 2 7 13 git 2 12 0 macOS 10 12 3 16D32 Additional Information Any additional information configuration or data that might be necessary to reproduce the issue ',bug
'Improper display of long indented hyperlinks in text files with soft wrap',' Prerequisites X All done Including safe mode and factory settings Additional information This issue was originally opened here https github com atom language hyperlink issues 16 But as commented by lee dohm this may not be a flaw in the language hyperlink package itself and more of a problem with rendering AndreaGriffiths11 Description Long indented hyperlinks produce these ugly ugly lines when soft wrap is enabled in atom atom lorem link circled https cloud githubusercontent com assets 19208670 23333215 175be1b2 fb88 11e6 8d6f cb271c7ed9c8 png How do I get rid of these lines The blank spaces should not be underlined since they re not part of the hyperlink Steps to Reproduce 1 Optional Reset to factory defaults with mv atom atom backup under linux 2 Copy paste a long hyperlink in a txt file 3 Indent it with a few tabs 4 Enable Soft Wrap with View Toggle Soft Wrap 5 And disable the Indent Guide if it s activated Settings Editor Show Indent Guide I get the ugly lines 100 of the time on two different computers Configuration atom version Atom 1 14 3 Electron 1 3 13 Chrome 52 0 2743 82 Node 6 5 0 apm version apm 1 15 3 npm 3 10 5 node 4 4 5 x64 python 3 6 0 git 2 11 1 Please let me know if you need more info And thank you so very much for the work you re doing D',bug
'Unexpected restart causes Atom to lose project state',' Prerequisites x Put an X between the brackets on this line if you have done all of the following Reproduced the problem in Safe Mode http flight manual atom io hacking atom sections debugging using safe mode Followed all applicable steps in the debugging guide http flight manual atom io hacking atom sections debugging Checked the FAQs on the message board for common solutions https discuss atom io c faq Checked that your issue isn t already filed https github com issues utf8 q is 3Aissue user 3Aatom Checked that there is not already an Atom package that provides the described functionality https atom io packages Description I m currently grappling with a problem with my laptop where it restarts when resuming from sleep without an external power source This causes Atom to lose the project I was working on and I have to reopen it The Reopen Projects menu is also empty though it is populated once a folder is opened Steps to Reproduce 1 Open a folder in Atom 2 Somehow trigger an unexpected restart I don t know if holding down the power button will work for this 3 After restarting reopen Atom Expected behavior The project to be displayed Actual behavior An empty editor with only an Untitled tab if that option is enabled Reproduces how often 100 Versions Atom 1 15 0 dev 4eb3f22 Electron 1 4 15 Chrome 53 0 2785 143 Node 6 5 0 apm 1 15 3 npm 3 10 5 node 4 4 5 x64 python 2 7 12 git 2 10 0 windows 1 visual studio 2015 Windows 10 x64 Additional Information This may be related to 11406 though I have not been able to specifically reproduce that as 1 all open files are always saved before I put the laptop to sleep and 2 there is no way for me to be typing in Atom when the restart occurs as it happens as soon as Windows attempts to recover from sleep ',bug
'With invisibles on hard tabs render larger than they should',' Have you read Atom s Code of Conduct By filing an Issue you are expected to comply with it including treating everyone with respect https github com atom atom blob master CODE OF CONDUCT md Do you want to ask a question Are you looking for support The Atom message board is the best place for getting support https discuss atom io Prerequisites x Put an X between the brackets on this line if you have done all of the following Reproduced the problem in Safe Mode http flight manual atom io hacking atom sections debugging using safe mode Followed all applicable steps in the debugging guide http flight manual atom io hacking atom sections debugging Checked the FAQs on the message board for common solutions https discuss atom io c faq Checked that your issue isn t already filed https github com issues utf8 q is 3Aissue user 3Aatom Checked that there is not already an Atom package that provides the described functionality https atom io packages Description With editor showInvisibles set to true and editor tabType set to hard tabs render one character larger than they should img width 361 alt screen shot 2017 02 05 at 9 34 09 am src https cloud githubusercontent com assets 1038121 22628296 4726af4c eb86 11e6 9f81 10676676f713 png Setting editor showInvisibles to false corrects the problem img width 425 alt screen shot 2017 02 05 at 9 08 04 am src https cloud githubusercontent com assets 1038121 22628312 9db0cb0e eb86 11e6 9ee8 c4c7215991b5 png Steps to Reproduce 1 Launch Atom in your local atom repository 2 Open Settings View using kbd Cmd kbd on macOS or kbd Ctrl kbd on other platforms 3 Click the Editor tab 1 Check Show Invisibles 1 Set Tab Type to hard 1 Set Tab Length to 6 1 Open a new file using kbd Cmd N kbd on macOS or kbd Ctrl N kbd on other platforms 1 Type 1234567890 on the first line and press kbd Enter kbd 1 Press kbd Tab kbd on the second line Expected behavior The cursor to align between the 6 and the 7 from the line above Actual behavior The cursor aligns between the 7 and the 8 from the line above Versions Atom 1 15 0 dev 7e7224c67 Electron 1 3 13 Chrome 52 0 2743 82 Node 6 5 0 Additional Information config cson coffee advanced new file suggestCurrentFilePath true advanced open file createFileInstantly true atom color highlight hideMarkersInComments true hideMarkersInStrings true markersAtEndOfLine true autocomplete elixir elixirPath usr local bin elixir erlangHome usr local lib erlang bin autocomplete erlang elixirPath usr local bin elixir autocomplete plus confirmCompletion tab defaultProvider Fuzzy scopeBlacklist string comment core audioBeep false customFileTypes source git config gitconfig source ini flowconfig source ruby Brewfile text slim slime text xml plist plist disabledPackages background tips fonts followSymlinks true ignoredNames git hg svn DS Store keep pyc Thumbs db openEmptyEditorOnStart false projectHome Users Lee Source telemetryConsent limited themes one light ui one light syntax editor fontFamily Anonymous Pro fontSize 16 invisibles cr eol tab preferredLineLength 100 scrollPastEnd true showInvisibles true tabLength 4 tabType hard find and replace scrollToResultOnLiveSearch true fonts fontFamily Anonymous Pro fortune background tips fortuneCommand fortune s Computers fuzzy finder preserveLastSearch true highlight selected showInStatusBar false markdown preview openPreviewInSplitPane false useGitHubStyle true markdown table formatter formatOnSave false minimap charHeight 4 charWidth 2 ignoreWhitespacesInTokens true plugins cursorline true cursorlineDecorationsZIndex 0 find and replace true package generator createInDevMode true pigments ignoredScopes elixir markerType dot spell check status bar cursorPositionFormat L L C C fullWidth false tabs enableVcsColoring true tabs to spaces changeSoftTabsMode true onSave untabify tree view hideIgnoredNames true hideVcsIgnoredFiles true welcome showOnStartup false asciidoc source editor softWrap true wrap guide enabled false c source editor tabLength 4 cpp source editor tabLength 4 gfm source editor showInvisibles false softWrap true tabLength 4 wrap guide enabled false git commit text editor preferredLineLength 72 haml text wrap guide enabled false java source editor tabLength 4 json source wrap guide enabled false python regexp source editor tabLength 4 python source editor tabLength 4 ',bug
'Key combination doesn t show up in the menu alt shift n ',' Have you read Atom s Code of Conduct By filing an Issue you are expected to comply with it including treating everyone with respect https github com atom atom blob master CODE OF CONDUCT md Do you want to ask a question Are you looking for support The Atom message board is the best place for getting support https discuss atom io Prerequisites x Put an X between the brackets on this line if you have done all of the following Reproduced the problem in Safe Mode http flight manual atom io hacking atom sections debugging using safe mode Followed all applicable steps in the debugging guide http flight manual atom io hacking atom sections debugging Checked the FAQs on the message board for common solutions https discuss atom io c faq Checked that your issue isn t already filed https github com issues utf8 q is 3Aissue user 3Aatom Checked that there is not already an Atom package that provides the described functionality https atom io packages Description I have created a new package toggle mode modules https atom io packages toggle node modules and tried to use the following as a default keymap but it does NOT appear when selecting Packages Toggle Node Modules Toggle I have since changed the default to ctrl shift t which now works platform linux atom workspace platform win32 atom workspace shift ctrl t toggle node modules toggle platform darwin atom workspace shift ctrl t toggle node modules toggle Steps to Reproduce 1 This can be replicated by trying to create a new entry in keymap cson platform darwin atom workspace shift ctrl t toggle node modules toggle Expected behavior What you expect to happen I expected the defined keymap to appear in Packages Toggle Node Modules Toggle Actual behavior What actually happens No menu keyboard equivalent appears Reproduces how often What percentage of the time does it reproduce 100 Versions Atom 1 13 1 Electron 1 3 13 Chrome 52 0 2743 82 Node 6 5 0 Additional Information Had discussion on Slack channel with BinaryMuse and lee dohm who requested I create this ticket',bug
'Rename reveal in tree view and show in finder with split files can affect the wrong split ',' Have you read Atom s Code of Conduct By filing an Issue you are expected to comply with it including treating everyone with respect https github com atom atom blob master CODE OF CONDUCT md Do you want to ask a question Are you looking for support The Atom message board is the best place for getting support https discuss atom io Prerequisites x Put an X between the brackets on this line if you have done all of the following Reproduced the problem in Safe Mode http flight manual atom io hacking atom sections debugging using safe mode Followed all applicable steps in the debugging guide http flight manual atom io hacking atom sections debugging Checked the FAQs on the message board for common solutions https discuss atom io c faq Checked that your issue isn t already filed https github com issues utf8 q is 3Aissue user 3Aatom Checked that there is not already an Atom package that provides the described functionality https atom io packages Description When I open 2 files in horizontal split and try to rename RMB on file tab Rename the right one it shows the name of the left one and renames it not the right one Reveal in tree view and show in finder are similarly affected Steps to Reproduce 1 Open two files 2 Drag one of them to the right until editor highlights a right split for it 3 Focus the file on the left 3 Right click the file on the right and try to rename it Expected behavior a pop up appears with an input box for renaming the right file Actual behavior a pop up appears with an input box for renaming the left file Reproduces how often was able to catch it once Versions Xubuntu 16 04 atom v6 5 0 apm 1 12 9 npm 3 10 5 node 4 4 5 python 2 7 12 git 2 7 4 Additional Information none ',bug
'Arabic sentences between double quotations are rendered out of the quotations',' Have you read Atom s Code of Conduct By filing an Issue you are expected to comply with it including treating everyone with respect https github com atom atom blob master CODE OF CONDUCT md Do you want to ask a question Are you looking for support The Atom message board is the best place for getting support https discuss atom io Prerequisites x Put an X between the brackets on this line if you have done all of the following Reproduced the problem in Safe Mode http flight manual atom io hacking atom sections debugging using safe mode Followed all applicable steps in the debugging guide http flight manual atom io hacking atom sections debugging Checked the FAQs on the message board for common solutions https discuss atom io c faq Checked that your issue isn t already filed https github com issues utf8 q is 3Aissue user 3Aatom Checked that there is not already an Atom package that provides the described functionality https atom io packages Description Arabic sentences between double quotations sometimes are rendered out of the quotations arabic in atom https cloud githubusercontent com assets 4347943 21939092 e592949c d9c6 11e6 8a6e 45e66bfc29ad png Steps to Reproduce 1 Create test js file the syntax must be JavaScript plain text does not reproduce the problem 2 Write البنك المركزي المصري between double quotations البنك المركزي المصري Expected behavior The sentence inside the double quotations البنك المركزي المصري Actual behavior Part of the sentence is out of the quotations pound Versions atom version Atom 1 13 0 Electron 1 3 13 Chrome 52 0 2743 82 Node 6 5 0 apm version apm 1 14 1 npm 3 10 5 node 4 4 5 python 2 7 13 git 2 11 0 OS Arch linux ',bug
'The entire editor breaks when a UI theme s ui variables less causes the Less compiler to error',' Prerequisites Put an X between the brackets on this line if you have done all of the following Reproduced the problem in Safe Mode http flight manual atom io hacking atom sections debugging using safe mode Followed all applicable steps in the debugging guide http flight manual atom io hacking atom sections debugging Checked the FAQs on the message board for common solutions https discuss atom io c faq Checked that your issue isn t already filed https github com issues utf8 q is 3Aissue user 3Aatom Checked that there is not already an Atom package that provides the described functionality https atom io packages The problem cannot be reproduced in safe mode as safe mode does not load packages and themes I recognise that the problem is caused by a package external to Atom I believe that this is a valid issue despite this I have met the other prerequisites Description When a UI theme is selected with a styles ui variables less file which would cause the Less compiler to error and Atom is reloaded the editor fails to load and the window remains an empty white box Steps to Reproduce 1 Clone atom community ui theme template https github com atom community ui theme template 2 Append on a new line to styles ui variables less Alternatively foo bar can be appended where bar is undefined This also reproduces the issue 3 Run apm link dev in the root of the repository 4 Open Atom in developer mode atom dev navigate to the themes section of the settings screen and select Ui Theme Template from the UI themes dropdown list 5 Reload Atom in developer mode I tried both ctrl alt r and simply closing Atom and re opening it with atom dev I have only reproduced the problem in developer mode I have not attempted to reproduce the problem in Atom s normal mode as I fear being unable to reverse it Expected behavior The editor loads Actual behavior The editor does not load and the window remains an empty white box The Chromium developer tools automatically open to the console Reproduces how often Every time Versions Atom 1 12 9 Electron 1 3 13 Chrome 52 0 2743 82 Node 6 5 0 apm 1 12 9 npm 3 10 5 node 4 4 5 python 3 6 0 git 2 11 0 windows 1 visual studio Microsoft Windows Version 10 0 14393 Additional Information Here is the stack trace index js 61 Error at new Parser C Users Matt AppData Local atom app 1 12 9 resources app asar node modules less lib less parser js 333 27 at LessCache module exports LessCache parseLess C Users Matt AppData Local atom app 1 12 9 resources app asar node modules less cache lib less cache js 255 16 at LessCache module exports LessCache cssForFile C Users Matt AppData Local atom app 1 12 9 resources app asar node modules less cache lib less cache js 286 20 at LessCache module exports LessCache readFileSync C Users Matt AppData Local atom app 1 12 9 resources app asar node modules less cache lib less cache js 274 19 at LessCompileCache module exports LessCompileCache read C Users Matt AppData Local atom app 1 12 9 resources app asar src less compile cache js 36 25 at ThemeManager module exports ThemeManager loadLessStylesheet C Users Matt AppData Local atom app 1 12 9 resources app asar src theme manager js 280 33 at ThemeManager module exports ThemeManager loadStylesheet C Users Matt AppData Local atom app 1 12 9 resources app asar src theme manager js 256 21 at ThemeManager module exports ThemeManager requireStylesheet C Users Matt AppData Local atom app 1 12 9 resources app asar src theme manager js 174 24 at ThemeManager module exports ThemeManager reloadBaseStylesheets C Users Matt AppData Local atom app 1 12 9 resources app asar src theme manager js 236 12 at ThemeManager module exports ThemeManager loadBaseStylesheets C Users Matt AppData Local atom app 1 12 9 resources app asar src theme manager js 231 19 at new AtomEnvironment C Users Matt AppData Local atom app 1 12 9 resources app asar src atom environment js 272 19 at module exports C Users Matt AppData Local atom app 1 12 9 resources app asar src initialize application window js 26 19 at setupWindow file C Users Matt AppData Local atom app 1 12 9 resources app asar static index js 81 12 at window onload file C Users Matt AppData Local atom app 1 12 9 resources app asar static index js 41 9 ',bug
'Atom can t save over hidden files',' Info OS Windows 10 64 bit Atom Version 1 12 8 Description Atom can t save over hidden files I have some hidden files js css etc I m able to open and edit them but once I try to save changes I get a message saying Unable to save file path to my file EPERM operation not permitted open path to my file the files are just hidden and NOT set to Read only once I unhide the file I can save it just fine Steps to Reproduce Under Windows OS 1 create or open a file with whatever file extension 2 right click the file and choose Properties from the context menu 3 check the option Hidden and apply OK 4 open the file in atom and make some changes 5 try saving the file through File Save or ctrl s and an error message will appear and changes will not be saved ',bug
'Paste indentation issue with auto indent off',' Have you read Atom s Code of Conduct By filing an Issue you are expected to comply with it including treating everyone with respect https github com atom atom blob master CODE OF CONDUCT md Do you want to ask a question Are you looking for support The Atom message board is the best place for getting support https discuss atom io Prerequisites X Put an X between the brackets on this line if you have done all of the following Reproduced the problem in Safe Mode http flight manual atom io hacking atom sections debugging using safe mode Followed all applicable steps in the debugging guide http flight manual atom io hacking atom sections debugging Checked the FAQs on the message board for common solutions https discuss atom io c faq Checked that your issue isn t already filed https github com issues utf8 q is 3Aissue user 3Aatom Checked that there is not already an Atom package that provides the described functionality https atom io packages Description Paste apparently takes the current indentation into account even when Auto Indent and Auto Indent On Paste are off This happens in any grammar including plain text Steps to Reproduce 1 Type the following a b c 2 Copy from and including the new line at the end of the first line upto the end of the second line Go to the end of the third line and paste Expected behavior The result should be a b c b Actual behavior The result is a b c b Reproduces how often 100 Versions Atom 1 12 7 Electron 1 3 13 Chrome 52 0 2743 82 Node 6 5 0 apm 1 12 9 npm 3 10 5 node 4 4 5 python git visual studio 2013 Windows 8 1 Additional Information gif https cloud githubusercontent com assets 24660923 21487661 17adbdc2 cbcf 11e6 95b4 5e271dd68e8e gif ',bug
'Replacing project folder from CLI in open atom editor window',' Prerequisites x Put an X between the brackets on this line if you have done all of the following Reproduced the problem in Safe Mode http flight manual atom io hacking atom sections debugging using safe mode Followed all applicable steps in the debugging guide http flight manual atom io hacking atom sections debugging Checked the FAQs on the message board for common solutions https discuss atom io c faq Checked that your issue isn t already filed https github com issues utf8 q is 3Aissue user 3Aatom Checked that there is not already an Atom package that provides the described functionality https atom io packages Description open a project folder within an already open atom editor window while automatically removing the existing project folder it had open with CLI atom a only adds the current project folder I want to replace it something like atom r Steps to Reproduce 1 Open atom editor with a project folder from CLI 2 Go to different directory 3 Open atom editor with that specific directory as the project folder replacing the project folder that was already existing in the active atom editor window Expected behavior What you expect to happen replace the project folder that was already existing in the active atom editor window Actual behavior What actually happens Reproduces how often What percentage of the time does it reproduce Versions Atom 1 12 7 Electron 1 3 13 Chrome 52 0 2743 82 Node 6 5 0 apm 1 12 9 npm 3 10 5 node 4 4 5 python 2 7 13 git 2 11 0 Additional Information is feature request ',enhancement
'Some editor DOM operations stop working correctly after a certain number of lines',' Scrollbar We render a scrollbar by creating a div with a height that reflects the editor s screen line count Unfortunately DOM nodes heights seem to be bounded max height https cloud githubusercontent com assets 326587 21280897 adccf898 c39d 11e6 8e62 fb6b682ed2c2 png Reported by ungb and Ben3eeE Decoration rendering Absolutely positioned elements like cursors stop rendering correctly after a certain number of lines It seems that DOM nodes top property has a hard upper bound cc nathansobo as cii Any ideas on how to solve this ',bug
'Overriding nonWordCharacters is unwieldy',' Prerequisites x Are you running the latest version of Atom http flight manual atom io hacking atom sections debugging update to the latest version x Did you check the FAQs on Discuss https discuss atom io c faq x Are you reporting to the correct repository https github com atom atom blob master CONTRIBUTING md atom and packages x Did you perform a cursory search https github com issues q is 3Aissue user 3Aatom repo 3Aatom 2Felectron to see if your bug or enhancement is already reported Some pre reqs have been omitted because they don t apply Description Paraphrasing from my comment over at https github com atom bracket matcher pull 249 issuecomment 264072613 There s no way to respect the user s setting when overriding nonWordCharacters in a scope specific setting since nonWordCharacters is a single string That means it s an all or nothing change rather than being able to add or remove characters as necessary For example is a valid identifier for many languages However the default nonWordCharacters includes which means attempting to double click to select a variable with in it will only select part of it The best way to fix this currently is to override nonWordCharacters in the language settings by copying pasting the default value and removing the However this totally disregards any customizations the user may have made Possible solutions The best one I could think of is adding some type of new setting that takes scenarios like these into account Steps to Reproduce N A this is an API limitation Versions Atom 1 14 0 dev d3d06fb Electron 1 4 7 Chrome 53 0 2785 143 Node 6 5 0 on Windows 10 x64 cc nathansobo',enhancement
'Grapheme clusters are not properly supported',' EDIT The emoji is now rendered properly but does not behave properly See https github com atom atom issues 13360 issuecomment 272671671 I m running Atom 1 12 6 on macOS Sierra 10 12 1 While many single codepoint emoji like are properly supported emojis consisting of multiple codepoints connected via zero width joiners http emojipedia org zero width joiner like are not Pasting the first into Atom screen shot 2016 11 30 at 8 08 31 am https cloud githubusercontent com assets 1620098 20753399 3f48f3fc b6d4 11e6 82c2 af4b637237c3 png Pasting the second screen shot 2016 11 30 at 8 08 43 am https cloud githubusercontent com assets 1620098 20753407 451c35dc b6d4 11e6 9503 e29e7f79bd68 png It seems the joiners are removed and the individual codepoints are inserted as separate characters You can reproduce this by simply copy pasting the emojis from this issue or using the emoji selector Ctrl Command Space on a Mac ',bug
'Problems editing mixed German Syriac text',' Prerequisites YES Can you reproduce the problem in safe mode http flight manual atom io hacking atom sections debugging using safe mode YES Are you running the latest version of Atom http flight manual atom io hacking atom sections debugging update to the latest version NO Did you check the debugging guide http flight manual atom io hacking atom sections debugging NO Did you check the FAQs on Discuss https discuss atom io c faq YES Are you reporting to the correct repository https github com atom atom blob master CONTRIBUTING md atom and packages YES Did you perform a cursory search https github com issues q is 3Aissue user 3Aatom repo 3Aatom 2Felectron to see if your bug or enhancement is already reported Description When editing a mixed language document German and Syriac which is an RTL language the behaviour at the junctions of these languages as well as inside of Syriac text is erratic at best I noticed four distinct problematic behaviours it takes around three dozen presses of the left or right arrow keys to step into a half dozen letter Syriac word through it and back out of it again it is almost impossible to place the cursor at the intended Syriac letter using the mouse once you click into a Syriac word the cursor disappears this one is minor Syriac letters don t obey the letter width of fixed width fonts such as Courier New Taken together these issues are unfortunately a deal breaker for me I also have to edit documents combining other RTL and LTR languages and it is day to day work for me This is unfortunate because I really like that Atom always keeps the document left aligned instead of deciding alignment line by line as e g gedit does I suspect a connection of what I m experiencing here to what is described in 4682 Steps to Reproduce 1 open atom 2 paste below text into the editing area 3 position cursor before the first letter 4 keep right arrow key pressed notice time it takes the cursor to move through non Latin parts of the document 5 try other things described above Olafbeṯ I Alphabet I ܐ ܠ ܦܒ ܬ ܐ In dieser Lektion lernen wir das Alphabet Haus b ayto ܒ ܝܬܐ Versions atom version Atom 1 12 5 Electron 1 3 9 Chrome 52 0 2743 82 Node 6 5 0 apm version apm 1 12 9 npm 3 10 5 node 4 4 5 python 2 7 12 git 2 10 2 cat etc debian version stretch sid uname a Linux t430 4 8 0 1 amd64 1 SMP Debian 4 8 5 1 2016 10 28 x86 64 GNU Linux I also tested the same atom version under Windows 7 Professional ',bug
'change the atom sh script to launch the local build','The atom sh script which gets copied to the out directory during the build process seems to be looking https github com atom atom blob 0122b7726a1e4eace2a9650b94d9e03c2926c944 atom sh L66 L82 in common system wide locations for an installed Atom version before looking for a local binary which makes it impossible to use the script to run the locally built atom from the out directory According to https atomio slack com archives atom p1479831997006512 50Wliu the batch file on Windows is set up differently and always runs the relative Atom binary It would be nice if the atom sh script did the same ',enhancement
'Unsaved buffer state isn t silently preserved when the Window has no project folder','Unsaved buffer state is preserved as part of the project system When there is no project it doesn t get saved Prior to this fix https github com stereobooster atom commit c6a89a4abe560c22758ea3c755dacc0fc4368039 this behavior could result in data loss That s now fixed but seamlessly preserving state as Atom does for projects would be more convenient and is the more elegant fix We would readily accept a well tested PR providing this functionality See also 10474 ',enhancement
'File Reopen Project Option to reopen in current window ','Currently choosing File Reopen Project MyProject reopens the chosen project in a new window I request an option to have it open in the same window unloading the currently loaded project then loading the chosen project I m on Atom 1 13 0 beta4 Windows 10 Pro ',enhancement
'Package settings Keybindings disappear after unchecking Enable box',' Description When the Enable box in a package s Keybindings section is un checked and Atom is re started the Keybindings section disappears making it impossible to re enable the package s default keybindings by checking the Enable box Steps to Reproduce 1 Uncheck the Enable box in a package s Keybindings settings e g the bracket matcher package 2 Re start Atom 3 Notice that the Keybindings settings section has completely disappeared from the package s settings therefore there is no way to re enable the package s Keybindings by re checking the Enable box because there is no Enable box to check Expected behavior After unchecking the Enable box in the packages Keybindings section and re starting Atom it should still be possible to see the Keybindings section with an un checked Enable box Actual behavior On the package s settings page there is no longer a Keybindings section between the Settings section and the README section Workaround Edit the Atom config file and remove the entry for the package from the packagesWithKeymapsDisabled section Versions On Ubuntu atom version Atom 1 11 2 Electron 0 37 8 Chrome 49 0 2623 75 Node 5 10 0 apm version apm 1 12 5 npm 3 10 5 node 4 4 5 python 2 7 12 git 2 7 4 On Windows atom version Atom 1 12 2 Electron 1 3 6 Chrome 52 0 2743 82 Node 6 3 0 apm version INFO Could not find files for the given pattern s The system cannot find the file specified apm 1 12 9 npm 3 10 5 node 4 4 5 python git visual studio ',bug
'Double click English surrounded by Chinese selects whole line',' Description Now when I want to select English from surrounded by Chinese with double click it would select whole line including those Chinese characters Steps to Reproduce 1 input some text 基于MapReduce的分布式 2 double click on MapReduce 3 the whole line is selected instead of only MapReduce Expected behavior only MapReduce should be selected Actual behavior 基于MapReduce的分布式 is selected Versions Atom 1 12 2 Electron 1 4 5 Chrome 53 0 2785 113 Node 6 5 0 on archlinux ',enhancement
'Failed to remove usr local bin atom ',' Description I m seeing a misleading error message when cancelling installation of the shell commands image https cloud githubusercontent com assets 5474861 20025751 ecfaa84a a2ae 11e6 9754 d0db1cb2962d png This is misleading because usr local bin atom doesn t exist Steps to Reproduce 1 If you already have the shell commands installed execute the following from the terminal before launching Atom 1 rm usr local bin atom 1 rm usr local bin apm 1 Launch Atom 1 Install the shell commands using the menu Atom Install Shell Commands 2 When prompted by OSX for your username and password click Cancel Expected behavior For Atom to do nothing after I click Cancel Actual behavior Atom prompted me with this error message Versions MacOS 10 12 Atom v1 11 2',bug
