Title,Body
Subpixel anti-aliasing stops working if CSS is used to add smooth scrolling,"<!--

Have you read Atom's Code of Conduct? By filing an Issue, you are expected to comply with it, including treating everyone with respect: https://github.com/atom/atom/blob/master/CODE_OF_CONDUCT.md

Do you want to ask a question? Are you looking for support? The Atom message board is the best place for getting support: https://discuss.atom.io

-->

### Prerequisites

* [x] Put an X between the brackets on this line if you have done all of the following:
    * Reproduced the problem in Safe Mode: https://flight-manual.atom.io/hacking-atom/sections/debugging/#using-safe-mode
    * Followed all applicable steps in the debugging guide: https://flight-manual.atom.io/hacking-atom/sections/debugging/
    * Checked the FAQs on the message board for common solutions: https://discuss.atom.io/c/faq
    * Checked that your issue isn't already filed: https://github.com/issues?utf8=✓&q=is%3Aissue+user%3Aatom
    * Checked that there is not already an Atom package that provides the described functionality: https://atom.io/packages

### Description

I wanted to add smooth scrolling to text editors because Atom seems to not have this option and isn't smooth by default, it only is in the settings editor. But doing so breaks subpixel anti-aliasing, which makes font a bit blurry compared to other text editors.

### Steps to Reproduce

1. Put this in your stylesheet, based on a comment on another issue https://github.com/atom/atom/issues/10276#issuecomment-323538272:
```less
atom-text-editor.editor > div > .scroll-view > div,
atom-text-editor.editor > div > .gutter-container > div {
    transition: -webkit-transform .09s ease;
}
```
2. Open Atom in safe mode
3. Open any file big enough to be scrolled (it can be plain text)
4. Take a screenshot and zoom it: see subpixel anti-aliasing works
5. Scroll through about half the visible height, and go back to the top. Take another screenshot: notice there is no subpixel anti-aliasing anymore.

It comes back if the file is reopened, but the same steps make it break everytime.

**Expected behavior:**

I expected subpixel antialiasing to just work.
There is another issue with this way of adding smooth scrolling (text lags behind when scrolling), but I did not expect this to affect subpixel antialiasing at all. Those features sound fairly unrelated, but I'm not an expert.

**Actual behavior:**

Subpixel antialiasing stops working.

**Reproduces how often:**

99% (everytime a text editor gets scrolled by more than about a few lines)

### Versions

Atom: 1.33.1 x64
Electron: 2.0.16
Chrome: 61.0.3163.100
Node: v8.9.3
OS: Windows 7 64 bits
"
TextMate grammar API to get ranges of matching scopes in selection,"<!--

Have you read Atom's Code of Conduct? By filing an Issue, you are expected to comply with it, including treating everyone with respect: https://github.com/atom/atom/blob/master/CODE_OF_CONDUCT.md

Do you want to ask a question? Are you looking for support? The Atom message board is the best place for getting support: https://discuss.atom.io

---

Keep in mind that Atom is highly customizable in a number of ways and we strongly prefer that you consider these options before filing this issue:

* https://flight-manual.atom.io/using-atom/sections/basic-customization/: tweak Atom's configuration, styles, and keybindings.
* https://flight-manual.atom.io/using-atom/sections/atom-packages/: install a community package.
* https://flight-manual.atom.io/hacking-atom/: use the Atom API in your init script, to create a package, or to enhance an existing package.

If you're convinced that none of these options are appropriate for the feature you want, please explain why that's the case by completely filling out the issue template below.

Also note that the Atom team has finite resources so it's unlikely that we'll work on feature requests. If we're interested in a particular feature however, we'll follow up and ask you to submit an RFC to talk about it in more detail.

-->

## Summary

Add a grammar API call to get an array of ranges of all scopes that match the given scope in the given selection.

The scope is not a selector; instead, it supports selector like syntax for a single scope. So `a.*.c` works like normal, but not things like negation (basically whatever relies on knowing more than the scope for a given tag).

E.g., where `|` is the selection end, and we look for `string` in
```js
let foo = |""bar""
let baz = [""quux"", ""wib|ble""]
```
it would return an array of the ranges of all three strings.

## Motivation

~~Overengineering~~ a TextMate solution to https://github.com/atom/toggle-quotes/issues/36. To toggle quotes for all strings in the selection, it wants to get the ranges of all strings in that selection. This feature request is an attempt to provide the functionality, as well as possibly being generally useful.

## Describe alternatives you've considered

Supporting true scope selectors is technically possible, but probably slows it down a lot. My current implementation balances scope tags, and only inspects tags one at a time and caches the result.

Alternatively, that issue could be resolved by doing a similar thing to this request in the `toggle-quotes` package itself, but not have it as part of any API.

## Additional context

I've got a probably working version ready for TextMate, so this issue is more to see if it's good to add as part of the API.

A similar feature would probably be good for Tree-sitter too, but I haven't got that yet.


The method could also be extended to take multiple selections (e.g., all selections in the TextEditor) and take multiple scopes, even blacklisted and whitelisted scopes (so it's more like a selector)."
Add Mac Services support to File/Folder context menus,"## Summary

While #10213 has the highly useful goal of providing text-based Mac Services, I'd also like to see file/folder-based Mac Services to be available upon context menu clicks of tab and Project Tree files and folders.

## Motivation

I'd like to be able to right-click a tab to have the repository of that file be opened in SourceTree (version control app) or use other services (including Automator-created ones) based on a clicked file/folder without leaving Atom.

## Describe alternatives you've considered

A package could be designed for a one-off solution, but without integrating with Mac's cross-application Services system, one would be forced to design solutions which can't leverage this Mac-standard means of inter-app communication.

## Additional context

I want to do the equivalent to this within Atom file context menus:
![screen shot 2018-11-23 at 8 45 27 am](https://user-images.githubusercontent.com/20234/48925224-42854680-eefc-11e8-992b-f96b2a6b195c.png)
"
Writing tests for Tree-sitter grammars,"## Summary

Requesting API methods to easily parse text and access the scopes it's given when using a Tree-sitter grammar. I.e., a `tokenizeLine` equivalent.

## Motivation

The TS grammar has a large set of tests already, but we are currently not testing how the tree is translated into scopes by Atom. While the tree is generally more useful, the scopes are important for syntax highlighting and backwards compatibility with existing scope based packages.

## Describe alternatives you've considered

I tried accessing it in a test as follows (for `language-javascript`), but it's ugly and the scope is just reported as `source.js` for everything
```cson
# spec/tree-sitter-javascript-spec.js
fs = require 'fs'
path = require 'path'
{ Range } = require 'atom'
TextEditor = null
buildTextEditor = (params) ->
  if atom.workspace.buildTextEditor?
    atom.workspace.buildTextEditor(params)
  else
    TextEditor ?= require('atom').TextEditor
    new TextEditor(params)

describe ""JavaScript grammar"", ->
  grammar = atom.grammars.grammarForScopeName(""source.js"")
  languageMode = atom.grammars.languageModeForGrammarAndBuffer(grammar, buildTextEditor({}).buffer)


  beforeEach ->
    atom.config.set('core.useTreeSitterParsers', true)

    waitsForPromise ->
      atom.packages.activatePackage(""language-javascript"")

    runs ->
      grammar = atom.grammars.grammarForScopeName(""source.js"")
      languageMode = atom.grammars.languageModeForGrammarAndBuffer(grammar, buildTextEditor({}).buffer)

  it ""parses the grammar"", ->
    expect(grammar).toBeTruthy()
    expect(grammar.scopeName).toBe ""source.js""

  describe ""assignment"", ->

    it ""tokenizes"", ->
      languageMode.buffer.buffer.setText(""let foo = 5;"")
      tree = languageMode.parse(grammar.languageModule, null, new Range([0,0], [Infinity, Infinity]))

      expect(tree.rootNode.type).toBe ""program"" # no point to this; just confirming it's as expected

      expect(languageMode.scopeDescriptorForPosition({row: 0, column: 1}).scopes).toEqual [""source.js"", ""storage.type""]
```

## Additional context

/cc @maxbrunsfeld. I did try to get it working before resorting to this issue."
Wrap anonymous nodes in quotes in the log cursor syntax tree scope command,"### Prerequisites

* [X] Put an X between the brackets on this line if you have done all of the following:
    * Reproduced the problem in Safe Mode: https://flight-manual.atom.io/hacking-atom/sections/debugging/#using-safe-mode
    * Followed all applicable steps in the debugging guide: https://flight-manual.atom.io/hacking-atom/sections/debugging/
    * Checked the FAQs on the message board for common solutions: https://discuss.atom.io/c/faq
    * Checked that your issue isn't already filed: https://github.com/issues?utf8=✓&q=is%3Aissue+user%3Aatom
    * Checked that there is not already an Atom package that provides the described functionality: https://atom.io/packages

### Description

It's confusing to know if a node is anonymous or not when logging the cursor syntax tree scope. Anonymous nodes are selected with a different syntax in the grammar files so it's useful to know.

Also some nodes like `>` are not escaped in the notification so it starts a markdown quote.

![image](https://user-images.githubusercontent.com/1058982/48225677-c5a38a00-e39d-11e8-868d-4229f3ef3a09.png)

### Steps to Reproduce

1. Open an untitled tab in Atom
2. Change the language mode to `c++`
3. Enter the following contents
```c++
template <class myType>
myType GetMax (myType a, myType b) {
 return (a>b?a:b);
}
```
4. Place the cursor in front of a `>` character for example on the first line.
5. Run `editor:log-cursor-syntax-tree-scope`

**Expected behavior:** The last line in the notification to be `"">""` instead of a markdown quote.

**Actual behavior:** 

![image](https://user-images.githubusercontent.com/1058982/48225677-c5a38a00-e39d-11e8-868d-4229f3ef3a09.png)

**Reproduces how often:** 100%

### Versions

https://github.com/atom/atom/pull/18411/commits/32d632ba9e8c35bae83f516c09ab2dcd6f67e11d

### Additional Information

No"
Alt+LMB (Left Mouse Button) double click for subword selection,"## Summary

Alt+LMB (Left Mouse Button) double click for subword selection.

## Motivation

You can select words via `ctrl-left` and `ctrl-right`, also subwords via `alt-`. And you can select words via mouse by double click, but you can't select subwords via mouse.

## Describe alternatives you've considered

I saw #2306, but it's about single click, as I understood.

Anyway, it can be configurable (I don't need for suggested selection there).

For now I don't see something (`lmb`, `mouse`, `click`) with mouse in Keybindings Settings.

## Additional context

It's very handy for snake_cased syntax, like Ruby, without `_` in Non Word Characters. I think for camelCased it's also handy.
"
git-diff displays falsely gutter for non-utf8 encoded files,"Atom falsely reports rows as being modified if the file is non-utf8 and contains extended latin characters (eg. å, ä, ö).

![image](https://user-images.githubusercontent.com/1257591/46802095-0ee3c800-cd65-11e8-976a-1e88387d5c8b.png)
"
Deserializing serialized Pane state makes the state object no longer serializable into JSON,"I have a solution, just making an issue in order to attach to pull request.

### Steps to Reproduce

1. Serialize atom workspace. Store a reference to it.
2. (optional, but illustrates the source of the bug) JSON.stringify the state
3. Deserialize it
4. Later, try to JSON.stringify the serialized state.

**Expected behavior:** [What you expect to happen]
The strings from step 2 and step 4 match.

**Actual behavior:** [What actually happens]
JSON.stringify fails due to circular reference in view registry

**Reproduces how often:** [What percentage of the time does it reproduce?]
100%

### Versions

1.32.0-beta
"
python syntax highlighter bug in base16-tomorrow-dark-theme,"<!--

Have you read Atom's Code of Conduct? By filing an Issue, you are expected to comply with it, including treating everyone with respect: https://github.com/atom/atom/blob/master/CODE_OF_CONDUCT.md

Do you want to ask a question? Are you looking for support? The Atom message board is the best place for getting support: https://discuss.atom.io

-->

### Prerequisites

* [X] Put an X between the brackets on this line if you have done all of the following:
    * Reproduced the problem in Safe Mode: https://flight-manual.atom.io/hacking-atom/sections/debugging/#using-safe-mode
    * Followed all applicable steps in the debugging guide: https://flight-manual.atom.io/hacking-atom/sections/debugging/
    * Checked the FAQs on the message board for common solutions: https://discuss.atom.io/c/faq
    * Checked that your issue isn't already filed: https://github.com/issues?utf8=✓&q=is%3Aissue+user%3Aatom
    * Checked that there is not already an Atom package that provides the described functionality: https://atom.io/packages

### Description
base16-tomorrow-dark-theme does not highlight `in` / `not in` python keyword/operator.

### Steps to Reproduce

### Versions
`atom --version`
Atom    : 1.25.1
Electron: 1.7.11
Chrome  : 58.0.3029.110
Node    : 7.9.0

`apm --version`
apm  1.19.0
npm  3.10.10
node 6.9.5 x64
atom 1.25.1
python 3.5.2
git 2.7.4

Running Ubuntu 14.04
"
Atom file explorer cannot see files.,"<!--

Have you read Atom's Code of Conduct? By filing an Issue, you are expected to comply with it, including treating everyone with respect: https://github.com/atom/atom/blob/master/CODE_OF_CONDUCT.md

Do you want to ask a question? Are you looking for support? The Atom message board is the best place for getting support: https://discuss.atom.io

-->

### Prerequisites

* [X] Put an X between the brackets on this line if you have done all of the following:
    * Reproduced the problem in Safe Mode: https://flight-manual.atom.io/hacking-atom/sections/debugging/#using-safe-mode
    * Followed all applicable steps in the debugging guide: https://flight-manual.atom.io/hacking-atom/sections/debugging/
    * Checked the FAQs on the message board for common solutions: https://discuss.atom.io/c/faq
    * Checked that your issue isn't already filed: https://github.com/issues?utf8=✓&q=is%3Aissue+user%3Aatom
    * Checked that there is not already an Atom package that provides the described functionality: https://atom.io/packages

### Description

When trying to access /usr/include/GL/glew.h using Atom's file explorer the glew.h file does not show up in the /usr/include/GL file (while all others do ). Knowing the glew.h does exist on my computer as I can open it through Emacs, File and many other programs. Moreover as this file cannot be seen by Atom's file explorer the packages trying to compile my program fail as they don't see my file.

### Steps to Reproduce

1. Install libglew-dev through the command line using apt-get.
2. Launch atom.
3. Hit ctrl+o and go to the /usr/include/GL/ folder
Optional :
4. You can and drag and drop the file as a new empty buffer called glew.h is created.

**Expected behavior:** I expected to see my glew.h file through the explorer

**Actual behavior:** The file does not show up. While it shows up in every other possible program

**Reproduces how often:** Every time I try to access this file

### Versions

The atom command does not exist on my laptop but I use the 1.30.0 version.

This bug occurred using an HP omen computer running Linux Mint 19.

### Additional Information

![file_opener_bug](https://user-images.githubusercontent.com/37777252/46580781-daea6900-ca2b-11e8-9879-2f7418bef3f2.png)

"
sRGB no longer working in Mojave,"### Prerequisites

* [ X] Put an X between the brackets on this line if you have done all of the following:
    * Reproduced the problem in Safe Mode: https://flight-manual.atom.io/hacking-atom/sections/debugging/#using-safe-mode
    * Followed all applicable steps in the debugging guide: https://flight-manual.atom.io/hacking-atom/sections/debugging/
    * Checked the FAQs on the message board for common solutions: https://discuss.atom.io/c/faq
    * Checked that your issue isn't already filed: https://github.com/issues?utf8=✓&q=is%3Aissue+user%3Aatom
    * Checked that there is not already an Atom package that provides the described functionality: https://atom.io/packages

### Description

Color profile is no longer making any difference when set to sRGB, both the display color profile and the override setting in Atom produce the same colors. This happens in safe mode also

### Steps to Reproduce

1. Use the standard color profile on mac
2. Open Atom and set the color profile to sRGB
3. You will notice no change between the two

**Expected behavior:** 
Previously on High Sierra switching to sRGB would make the colors more vibrant compared with the default system profile. After upgrading to Mojave the colors seem dull and there is no visible change between the two settings

**Actual behavior:**
There is no change between settings

**Reproduces how often:**
100%

### Versions
macOS 10.14 (18A391)
Atom    : 1.31.1
Electron: 2.0.7
Chrome  : 61.0.3163.100
Node    : 8.9.3
apm  2.1.1
npm  6.2.0
node 8.9.3 x64
atom 1.31.1
python 2.7.10
git 2.17.1

### Additional Information

![atom](https://user-images.githubusercontent.com/2401925/46351457-4eb4fc00-c64f-11e8-8be1-75a3dbb19c84.png)
"
Mojave dark mode,"## Summary

Dark mode support for Atom on macOS Mojave.

## Motivation

Many themes in Atom have both a light and dark variant. It would be nice if Atom could take advantage of the system-wide dark mode in macOS Mojave and switch between the light and dark variants of the user-selected theme according to the system setting in System Preferences > General > Appearance.

## Describe alternatives you've considered

Atom should at least change the theme of the title bar, if changing the whole theme is too much.
"
Display issues using Mojave through Parallels VM,"

### Prerequisites

* [instructions for starting in safe mode do not work. No such command ] Put an X between the brackets on this line if you have done all of the following:
    * Reproduced the problem in Safe Mode: https://flight-manual.atom.io/hacking-atom/sections/debugging/#using-safe-mode
    * Followed all applicable steps in the debugging guide: https://flight-manual.atom.io/hacking-atom/sections/debugging/
    * Checked the FAQs on the message board for common solutions: https://discuss.atom.io/c/faq
    * Checked that your issue isn't already filed: https://github.com/issues?utf8=✓&q=is%3Aissue+user%3Aatom
    * Checked that there is not already an Atom package that provides the described functionality: https://atom.io/packages

### Description

Running macOS Mojave 10.14 through Parallels VM. (both Parallels 13 and 14)

### Steps to Reproduce

1. Download and install free trial of Parallels 14. 
2. Download Mojave from App store
3. Create new Parallels VM using Mojave install file
4. Download and install Atom
5. Open Atom

**Expected behavior:** Expected to be able to view welcome screen, open and view preferences, create and edit new documents

**Actual behavior:** Completely blank screen. Some of the contents of the welcome screen will appear as you move the mouse across the app window. But those areas disappear as soon as the mouse moves out of range.

**Reproduces how often:** 100% of the time. I have never been able to get it to display correctly.

### Version is current one available from the site: https://atom.io/ and the version number cannot be displayed due to this issue.

You can get this information from copy and pasting the output of `atom --version` and `apm --version` from the command line. (as mentioned previously, this does not work. command not found)

### Additional Information

Any additional information, configuration or data that might be necessary to reproduce the issue.
"
Atom SIGBUS crash on CentOS,"### Prerequisites

* [ X ] Put an X between the brackets on this line if you have done all of the following:
    * Reproduced the problem in Safe Mode: https://flight-manual.atom.io/hacking-atom/sections/debugging/#using-safe-mode
    * Followed all applicable steps in the debugging guide: https://flight-manual.atom.io/hacking-atom/sections/debugging/
    * Checked the FAQs on the message board for common solutions: https://discuss.atom.io/c/faq
    * Checked that your issue isn't already filed: https://github.com/issues?utf8=✓&q=is%3Aissue+user%3Aatom
    * Checked that there is not already an Atom package that provides the described functionality: https://atom.io/packages

### Description

I'm encountering ongoing crashes of Atom in my CentOS 7.5.1804 environment.  Atom will run for some time, then bring up the ""close/reload/keep it open"" dialog box. Happens fairly frequently, maybe every 5-10 minutes.

Continues to happen in safe mode, after blowing away the .atom directory, after uninstalling and reinstalling atom. Has happened across a number of Atom versions, current version in use being 1.29.0.

Here's the message in the system logs:
   localhost abrt-hook-ccpp: Process 3116 (atom) of user 501 killed by SIGBUS - dumping core

On the surface, this has some similarities to https://github.com/atom/atom/issues/10271, an issue that seems to be dormat and unresolved. In my case, this happens when files on a VMware Fusion shared folder are open.

### Steps to Reproduce


**Expected behavior:** 

Atom should not randomly crash.

**Actual behavior:** 

As described above, randomly crashes.

**Reproduces how often:** 

Every 5-10 minutes.

### Versions

CentOS 7.5.1804 
Atom 1.29.0.

### Additional Information

Happening in a VMware Fusion VM.
"
"Atom doesn't open Preferences, About, Files, and more","<!--

Have you read Atom's Code of Conduct? By filing an Issue, you are expected to comply with it, including treating everyone with respect: https://github.com/atom/atom/blob/master/CODE_OF_CONDUCT.md

Do you want to ask a question? Are you looking for support? The Atom message board is the best place for getting support: https://discuss.atom.io

-->

### Prerequisites

* [X] Put an X between the brackets on this line if you have done all of the following:
    * Reproduced the problem in Safe Mode: https://flight-manual.atom.io/hacking-atom/sections/debugging/#using-safe-mode
    * Followed all applicable steps in the debugging guide: https://flight-manual.atom.io/hacking-atom/sections/debugging/
    * Checked the FAQs on the message board for common solutions: https://discuss.atom.io/c/faq
    * Checked that your issue isn't already filed: https://github.com/issues?utf8=✓&q=is%3Aissue+user%3Aatom
    * Checked that there is not already an Atom package that provides the described functionality: https://atom.io/packages

### Description

For some reason, there are severeal things I cannot open in Atom anymore: Atom->About, Aom->Preferences, opening files, drag/drop files and probably more. I've tried anything: upgrading to 1.29, removing .atom and ~/Library and more, cheching leftover processes, running --safe, running as root, running as a new user. Nothing help: when I try to open the mentioned item, nothing happens, even running Atom from the command line doesn't show any message.

### Steps to Reproduce

1. Open Atom
2. Open one of the items mentioned

**Expected behavior:** Atom opens the item as usually

**Actual behavior:** Anything whatsoever

**Reproduces how often:** always

### Versions

You can get this information from copy and pasting the output of `atom --version` and `apm --version` from the command line. Also, please include the OS and what version of the OS you're running.

```
Atom    : 1.29.0
Electron: 2.0.5
Chrome  : 61.0.3163.100
Node    : 8.9.3
```

### Additional Information

Any additional information, configuration or data that might be necessary to reproduce the issue.

macOS 10.13.6
"
Cannot See Atom Window with macOS 10.13.6  ,"### Prerequisites

* [ X] Put an X between the brackets on this line if you have done all of the following:
    * Reproduced the problem in Safe Mode: https://flight-manual.atom.io/hacking-atom/sections/debugging/#using-safe-mode
    * Followed all applicable steps in the debugging guide: https://flight-manual.atom.io/hacking-atom/sections/debugging/
    * Checked the FAQs on the message board for common solutions: https://discuss.atom.io/c/faq
    * Checked that your issue isn't already filed: https://github.com/issues?utf8=✓&q=is%3Aissue+user%3Aatom
    * Checked that there is not already an Atom package that provides the described functionality: https://atom.io/packages

### Description

Atom will startup but fail to load any windows when trying to use the program. This issue occurs both in safe mode and normal. I have downgraded to 1.27.2 where atom works fine again. Potentially a problem with the latest electron upgrade or the fact that I am using macOS 10.13.6 as the issue was noticed around the time the OS was updated. 

### Steps to Reproduce

1. Open atom 
2. Applications boots but no windows are visible. I have tried opening files and using the command line to reset the view but to no prevail
3. Behaviour is repeated in safe mode
4. I have tried all three versions of 1.28 without any success

**Expected behavior:** [What you expect to happen]
Can see the editing screen

**Actual behavior:** [What actually happens]
App boots but no screen loads, repeated in safe mode. Unable to use software

**Reproduces how often:** [What percentage of the time does it reproduce?]
All the time, the application now unusable. 

### Versions
- 1.28.0
- 1.28.1
- 1.28.2

This is the second time I have posted this as the issue was closed with no success. Please let me know what other information I can provide to help replicate the bug. "
Atom UI Seems to be blurry over all for some reason??,"Ok so this seems to happen randomly, but more recently its been consistent.
The Atom UI gets blurry, as you can see in the image. The code is shown crisp in the top part, but blurry in the bottom part. I tried changing the theme, but no difference (Default light and dark themes).

It gets clearer when I hover mouse over an element of the UI or a part of the code, and get blurrier and blurrier as I pull the mouse away from that element or part of code. 

I've check the windows display settings and the DPI is set to 100% only. 
 
![screenshot 78](https://user-images.githubusercontent.com/40825956/42272047-8f2dcc92-7fa2-11e8-989a-b0be5cd12cc0.png)


Running on Latest windows 10, 1080p 60hz screen. 
Asus ROG g751jy

UPDATE : 

Version ----
Atom    : 1.28.0
Electron: 2.0.3
Chrome  : 61.0.3163.100
Node    : 8.9.3

Debugging -----
Safe Mode : Tried , getting the same result with UI elements, but code if fine. Then again as i said this issue seems to be pretty random.
Other debugging suggestions such as clearing saved state etc. didn't seem relevant to this issue.
There are no incompatible packages. And all packages are up to date


Disabling GPU seems to have done the trick, but I think its best to check it for a few days, as agagin, it a pretty random issue. Though it seems that This would be a permanent solution :)  
Thank you for directing me to the GPU debugging suggestion.

PS : Any specific reason that this is happening on my GPU? Its a pretty powerful card GTX 980M (4GB). At least for running atom it is. Can it be caused because of certain change in GPU settings?? because this is happening only since a few days. Previously, since the past year or so that I have been using Atom io, atom never had this issue on this machine. Any ideas?

Also, am I loosing anything by disabling GPU?

Thanks,
Bhavil Jain

 
"
cannot search for packages inside atom editor GUI inside virtual box behind corporate proxy,"I am unable to search for packages inside the atom editor GUI. Although `apm `via command line is running fine. I am able to install packages via `apm install` command. 
But with GUI it throws some error:
`getaddrinfo EAI_AGAIN atom.io:443`
The atom version I am using is
Atom    : 1.28.0
Electron: 2.0.3
Chrome  : 61.0.3163.100
Node    : 8.9.3 
I am working behind a proxy network and proxy settings are taken care off in the `~.apmrc `file.
One more thing that I am able to install featured packages via GUI but not search the new ones
I am working on 64-bit ubuntu 16.04 inside a virtual box with the host is Windows 10
Also, the atom is working fine with another Linux 32-bit machine in the same host inside a virtual box.

"
getVisibleRowRange() does not respect folded lines,"<!--

Have you read Atom's Code of Conduct? By filing an Issue, you are expected to comply with it, including treating everyone with respect: https://github.com/atom/atom/blob/master/CODE_OF_CONDUCT.md

Do you want to ask a question? Are you looking for support? The Atom message board is the best place for getting support: https://discuss.atom.io

-->

### Prerequisites

* [x] Put an X between the brackets on this line if you have done all of the following:
    * Reproduced the problem in Safe Mode: https://flight-manual.atom.io/hacking-atom/sections/debugging/#using-safe-mode
    * Followed all applicable steps in the debugging guide: https://flight-manual.atom.io/hacking-atom/sections/debugging/
    * Checked the FAQs on the message board for common solutions: https://discuss.atom.io/c/faq
    * Checked that your issue isn't already filed: https://github.com/issues?utf8=✓&q=is%3Aissue+user%3Aatom
    * Checked that there is not already an Atom package that provides the described functionality: https://atom.io/packages

### Description

`getVisibleRowRange()` returns only all unfolded lines. When I fold something, the range gets messed up and no longer works reliably until I unfold everything.

### Steps to Reproduce

1. Open up the Atom developer console
2. Access the `getVisibleRowRange()` of the active editor
3. Fold and unfold lines and watch the range not changing.

**Expected behavior:** When I fold something, it should increase the range and match the start and end of the editor line count.

**Actual behavior:** It shows the start and end line count until I fold something, but then stays the same count, while it should increase to match the beginning and ending of the editor lines count.

**Reproduces how often:** 100% of the time. It's probably intended (for earlier versions without code folding), but it should be changed now.

### Versions

Atom 1.27.2 x64
Windows 10 x64

### Additional Information

I also tried accessing
```
element.getFirstVisibleScreenRow()
element.getLastVisibleScreenRow()
```
but those commands above will show exactly the same wrong result as `getVisibleRowRange()`.

On top, my suggestion would be to maybe leave those function as they are (for backwards compatibility with packages) and add new ones which get all the visible lines (including the folded ones) and show the range reliably.

I was bugfixing a [package](https://github.com/camel-chased/editor-background) which has this exact issue mentioned above and I haven't found any functions to access all visible lines. Since those functions doesn't respect the folding, when something folds, the package missmatches lines and stuff get weird.

See [this](https://github.com/camel-chased/editor-background/blob/35f4d38cb57bf91dc89bb720dc4f72df7460c562/lib/editor-background.coffee#L781) for reference."
Data loss when editing symlinked project,"### Prerequisites

* [X] Put an X between the brackets on this line if you have done all of the following:
    * Reproduced the problem in Safe Mode: https://flight-manual.atom.io/hacking-atom/sections/debugging/#using-safe-mode
    * Followed all applicable steps in the debugging guide: https://flight-manual.atom.io/hacking-atom/sections/debugging/
    * Checked the FAQs on the message board for common solutions: https://discuss.atom.io/c/faq
    * Checked that your issue isn't already filed: https://github.com/issues?utf8=✓&q=is%3Aissue+user%3Aatom
    * Checked that there is not already an Atom package that provides the described functionality: https://atom.io/packages

### Description
Atom fails to use proper filepath when a project is opened in a symlinked project and a file is opened using ""Find File""

### Steps to Reproduce
1.
 ```
$ mkdir project
$ ln -s project linktoproject
$ cd linktoproject
$ echo hello > hi.txt
$ atom .
```

2. Click `hi.txt` on project sidebar. Make some edits without saving
3. `c-p` for find file and open `hi.txt`. Make changes and save
4. go back to first tab and save

**Expected behavior:**
I should have two views of the same file, with edits propagating to both. `c-p` should open `linktoproject/hi.txt`

**Actual behavior:**
Atom opens `linktoproject/hi.txt` on click but opens `project/hi.txt` from find file. Atom thinks these are two different files. After saving both files, there is no indication that one of the files now has unsaved information that will be forever lost if closed.

**Reproduces how often:** [What percentage of the time does it reproduce?]
100%

### Versions

You can get this information from copy and pasting the output of `atom --version` and `apm --version` from the command line. Also, please include the OS and what version of the OS you're running.
Atom    : 1.23.3
Electron: 1.6.15
Chrome  : 56.0.2924.87
Node    : 7.4.0

apm  1.18.12
npm  3.10.10
node 6.9.5 x64
atom 1.23.3
python 3.6.2
git 2.7.4

Ubuntu 16.04 4.4.0-119-generic

### Additional Information

Any additional information, configuration or data that might be necessary to reproduce the issue.
"
text fields not showing typed characters,"<!--

Have you read Atom's Code of Conduct? By filing an Issue, you are expected to comply with it, including treating everyone with respect: https://github.com/atom/atom/blob/master/CODE_OF_CONDUCT.md

Do you want to ask a question? Are you looking for support? The Atom message board is the best place for getting support: https://discuss.atom.io

-->

### Prerequisites

* [x] Put an X between the brackets on this line if you have done all of the following:
    * Reproduced the problem in Safe Mode: https://flight-manual.atom.io/hacking-atom/sections/debugging/#using-safe-mode
    * Followed all applicable steps in the debugging guide: https://flight-manual.atom.io/hacking-atom/sections/debugging/
    * Checked the FAQs on the message board for common solutions: https://discuss.atom.io/c/faq
    * Checked that your issue isn't already filed: https://github.com/issues?utf8=✓&q=is%3Aissue+user%3Aatom
    * Checked that there is not already an Atom package that provides the described functionality: https://atom.io/packages

### Description

text fields not showing typed characters
a snap shot of these fields and all of those has value but they are invisible even in setting view 
![screen shot 2018-04-06 at 10 48 31 am](https://user-images.githubusercontent.com/8351624/38436302-1ec35b16-3989-11e8-90c4-c7c68d100f3c.png)
. 

![screen shot 2018-04-05 at 9 28 32 am](https://user-images.githubusercontent.com/8351624/38378999-36665348-38b4-11e8-95d5-5b05a51439d2.png)
![screen shot 2018-04-05 at 9 33 31 am](https://user-images.githubusercontent.com/8351624/38379064-6e82b316-38b4-11e8-8b97-607baee0fd54.png)

![screen shot 2018-04-05 at 9 30 31 am](https://user-images.githubusercontent.com/8351624/38379008-3e692b88-38b4-11e8-901c-6f00d0e32e41.png)



### Steps to Reproduce

1. oppening atom
2. try to find something by pushing Ctrl + f
3. start typing 

**Expected behavior: to show characters 

**Actual behavior: fields seems has value but they are invisible

**Reproduces how often: always

### Versions

Atom    : 1.25.1
Electron: 1.7.11
Chrome  : 58.0.3029.110
Node    : 7.9.0

### Additional Information

I have virtual mac on my machine and i'm not sure if it's related to that one or not. I had older version of atom and was working properly after updating to last version happened to me.  
"
