@relation Issues

@attribute Id string
@attribute Title string
@attribute Body string
@attribute Label {bug,enhancement}

@data
865,'search ipv6 connect etimedout','testing ipv6 network 6to4 nat environment package times connect etimedout',bug
866,'clicking find shows cursor key replaces character inserting','noticed latest master https cloud githubusercontent assets 5679db9c 5b16 11e5 93cd dcd1d52f1738 gif text clicking region press cursor shown expected point replaced character cursor replace problem atom problem opening spades',bug
867,'complete disappears character','discovered strange ubuntu created snippet function pufu type puf appears fine type pufu window disappears screenshot https cloud githubusercontent assets b173d9c6 5b11 11e5 9c1c 7a2b37a1548c png type pufu hit tab works expected code snippets type function typed hey tested appears typed screenshot https cloud githubusercontent assets 8dd9a74c 5b12 11e5 ece4026b8a0d png switch snippet screenshot https cloud githubusercontent assets 511dac80 5b13 11e5 89da bbfbf1b4c69f png edit found pff works fine',bug
868,'atom programs open set ubuntu','installed latest atom ubuntu opening atom amd64 ubuntu center installing clicking plain text file atom listed open listed applications wasn set program txt end line usr share atom atom local share applications atom desktop atom open menu tab ubuntu',bug
869,'open dev doesn open dev files open','atom platform mac os issue files open view developer open dev mode open folder folder opened dev mode file opened open dev mode works expected',bug
870,'',acontreras89,enhancement
871,'','great folding supports remembering',enhancement
872,'opening file triggering content file','gif undoooo https cloud githubusercontent assets 8823d5be 58bc 11e5 9e7a 879013ffe65a gif start atom open file type trigger undos text undo removes content file behavior expected expect undo undo reproduce type undo removes content file osx atom bc68056 cc maxbrunsfeld wondering related recent undo support',bug
873,'add adjacent',neat,enhancement
874,gtk3,'gtk2 gtk3 gtk2 5b00662c 56f7 e8939e5bf4f6 gtk3 gtk3 6db8ba4e 56f7 9cb9 05c51f5a01f5',enhancement
875,'tokenized scopes bleed line end','symptoms atom mate problematic case beginning line characters row',bug
876,'folded made','block scss code unfolded folded scss foo display steps reproduce issue paste snippet scss formatted tab select fold block ðÿ click block unfolded line',bug
877,'tokenizedbuffer bufferrangeforscopeatposition appears incorrect position','run https github blakeembrey atom issues solved https github blakeembrey atom commit 750f84560f62e824b87fbd2012699d50dd3446e2 method wrong position object suspect tokenizedbuffer bufferrangeforscopeatposition calculating position correctly issue starts https github atom atom blob 278e988cca2bba2b0f5f13d1833786ac59cb989e src text editor coffee l2565 l2566 https github atom atom blob 4ff3b6d5efd213f491b82317316bdbffd39efbdf src tokenized buffer coffee l478 passes cursor buffer position enabled position back correctly tab spacing edit image action image https cloud githubusercontent assets 4a6d38e0 8ee6 11e5 88cd b67a85b6dd9c png',bug
878,'support tokenizers','formalizing feature languages lend languages tokenizers love tokenizers mechanism xcode jpsim sourcekitten',enhancement
879,'surrounding lines alter text','lines quotes multi line result atom replaced content lines content line untitled https cloud githubusercontent assets bba3253a 526c 11e5 90b2 51c9a74b6ccd gif',bug
880,'windows open atom menu files directories broken spaces','related issue wrap atom path quotes registry key strings open atom fails paths atom installed user user reg key strings updated release manual fixes wrap paths quotes overwritten atom release users john smith appdata local atom app atom exe registry directory background shell atom command directory shell atom command shell atom command',bug
881,'','hardcodes cantarell cantarell sans gnome cantarell hardcoded cantarell family',enhancement
882,'uncaught error pane destroyed','enter steps reproduce atom version system fedora release thrown atom core stack trace uncaught error pane destroyed usr share atom resources app asar src pane js error pane destroyed pane module exports pane activate usr share atom resources app asar src pane js pane module exports pane split usr share atom resources app asar src pane js pane module exports pane splitdown usr share atom resources app asar src pane js atom pane atom commands pane split usr share atom resources app asar src pane element js commandregistry module exports commandregistry handlecommandevent usr share atom resources app asar src command registry js commandregistry handlecommandevent usr share atom resources app asar src command registry js commandregistry module exports commandregistry dispatch usr share atom resources app asar src command registry js eventemitter anonymous usr share atom resources app asar src window event handler js emitone events js eventemitter emit events js commands markdown preview toggle ol tree view menu list tree collapsable children focusable panel pane split atom text editor editor focused pane split markdown preview native key bindings config json core disabledpackages metrics editor invisibles installed packages coffee user installed packages dev dev packages',bug
883,'linux middle paste inserts text','text mouse file file press middle mouse insert text text latest atom amd64 ubuntu',bug
884,'','nice revive youtube uvsfbskcs0q sublime',enhancement
885,'subpixel anti aliasing failing tiles lines','steps reproduce create markdown content syntax theme typeface notice color quote lines 21px normal text rendered heading marker gfm weight heading reset weight normal rendered line 22px 21px pushing pixel tile causing tile lose subpixel aliasing deduce weight reset normal coincidence heads cii slack detective screenshot schermafbeelding om https cloud githubusercontent assets e8ab3138 50c0 11e5 9bb2 30ecbdb65a5a png notice tile 1px higher tile code markdown quote quote quote quote quote quote quote quote quote quote header screwing quote environment atom theme https atom io packages minimal syntax typeface https github chrissimpkins line',bug
886,'clicking starts highlighting text','ubuntu vm clicking atom starts text problem occurs atom doesn occur atom error shown devtools console safe resetting config init script keymap snippets stylesheet problem occurs screen capture dragging click times moving cursor editor cursor movie capture app issue output2 https cloud githubusercontent assets fb08c5b0 11e5 92c4 806b78904426 gif',bug
887,unavailable,nice,enhancement
888,'','emacs l7 sense emacs people akin functionalitites noseglid',enhancement
889,'add columns','460c4af8 4fd9 cb97edbcb3f2 99d12f28 4fd9 9f3f 1181672b9f12 sublime 6833c732 4fd9 9ed6 d4b30434be59',enhancement
890,'san francisco','3ac69500b0627067db59ea60f02f456fee6791be family sf 15a263e family sfnstext',enhancement
891,'race condition opening files data loss','problem happen circumstances disconnected windows file reproduce reliably open terminal type atom file txt atom file txt file txt exist windows file txt open top type text save close text reproduced closing window prompt save file typed save blank file overwriting text',bug
892,'error launching atom terminal','launching atom terminal emulator throws error launch atom errors doesn load local user packages bash su atom commands reproduce bash atom atom atom safe bash usr bin atom line home alex atom nohup permission denied error browser main loop cc running suid sandbox https code google chromium linuxsuidsandboxdevelopment information developing sandbox path join strings error compiled file typeerror path join strings object join path js readcachedjavascript usr share atom resources app asar src compile cache js require install retrievesourcemap usr share atom resources app asar src compile cache js mapsourceposition usr share atom resources app asar node modules source map support source map support js wrapcallsite usr share atom resources app asar node modules source map support source map support js usr share atom resources app asar node modules source map support source map support js array map native function preparestacktrace usr share atom resources app asar node modules source map support source map support js process anonymous usr share atom resources app asar src browser main js emitone events js error compiled file typeerror path join strings object join path js readcachedjavascript usr share atom resources app asar src compile cache js require install retrievesourcemap usr share atom resources app asar src compile cache js mapsourceposition usr share atom resources app asar node modules source map support source map support js wrapcallsite usr share atom resources app asar node modules source map support source map support js usr share atom resources app asar node modules source map support source map support js array map native function preparestacktrace usr share atom resources app asar node modules source map support source map support js process anonymous usr share atom resources app asar src browser main js emitone events js typeerror path join strings object join path js object exports setatomhomedirectory usr share atom resources app asar src compile cache js setupcompilecache usr share atom resources app asar src browser main js start usr share atom resources app asar src browser main js object anonymous usr share atom resources app asar src browser main js object anonymous usr share atom resources app asar src browser main js module compile module js object module extensions js module js module load module js function module load module js linux bits xubuntu atom',bug
893,'random error compiling stylesheet errors switching syntax themes','noticed atom 020c11d osx switch syntax theme dark base16 tomorrow dark img width alt screen shot src https cloud githubusercontent assets cd5bc658 4e23 11e5 9fcb 4731c7fda859 png notice errors thrown base16 tomorrow dark dark ui set ui theme haven touched files restarted atom base16 tomorrow dark successfully startup switch themes fine errors thrown happened weeks months ago couldn reproduce back noticed issue https github atom atom issues related cc case',bug
894,'draw active','great sublime sublime ad71c454 4d93 b79b3728e1fa e4656858 4d93 4af85ed37ab1',enhancement
895,'atom won start upgrade','os windows bit morning upgrade atom updater didn closed reopened atom error message atom javascript error https cloud githubusercontent assets 4d82 11e5 8a6e 94560a9325cb png taskbar changed point atom directory experienced https discuss atom io javascript error occured browser process roll back upgrade',bug
896,'add api virtual','ability creators benefit references ominisharp tuning maintained unlike',enhancement
897,'uncaught typeerror redefine property ts','steps reproduce start atom atom version system unknown windows version thrown atom core stack trace uncaught typeerror redefine property ts users appdata local atom app resources app asar src compile cache js typeerror redefine property ts function defineproperty native users appdata local atom app resources app asar src compile cache js array foreach native object anonymous users appdata local atom app resources app asar src compile cache js module compile module js object defineproperty users appdata local atom app resources app asar src compile cache js module load module js function module load module js module require module js require module js task users appdata local atom app resources app asar src task js function module exports task users appdata local atom app resources app asar src task js gitrepository module exports gitrepository refreshstatus users appdata local atom app resources app asar src git repository js users appdata local atom app resources app asar src git repository js commands application folder atom pane pane active tree view toggle issue error config json core themes light ui light syntax autohidemenubar true editor invisibles installed packages coffee user autocomplete ruby v0 v2 file supplement v0 file v1 dev dev packages',bug
898,'',nice,enhancement
899,'multi line breaks text editor editor','steps reproduce open text file lines code resize text editor lines visible select lines mouse lines selected text editor scroll rapidly state exit stop selection case split editor strange lines vscroll select os mac os atom',bug
900,starts,'selecting code affects start end component expect code overrides codelab code prettyprint color white color case https github atom language issues',bug
901,'','unintuitive 60d99a18 e907 b62d177c1303 88825aa0 e907 f65423cd5f12 ideal b1c6c9f0 e907 93ea 8b4fe09aafa0 caleb languages components',enhancement
902,'stack trace','copy dependency line selector package test setup screwing stack trace support running specs wondering error preparestacktrace read atom grim access stack trace error atompreparestacktrace relying fragile cc maxbrunsfeld',bug
903,addons,'android silence nice silence glaring nice',enhancement
904,'problem installing themes corporate ssl proxies','related issue atom replace notepad install atom fine problem install packages received error image https cloud githubusercontent assets 9fad910e 47df 11e5 8bb3 ff1230a1939f png themes image https cloud githubusercontent assets bcc3a9ae 47df 11e5 8f5b 16b14509cc4c png featured packages image https cloud githubusercontent assets d64225cc 47df 11e5 93d7 2526ee7d3339 png featured themes image https cloud githubusercontent assets e8349b98 47df 11e5 84d9 e235e9b05ccb png background palo alto security appliances https www paloaltonetworks products firewalls pa ingress egress network traffic threats network data palo alto certificate enterprise pki trusted company owned workstations debate ssl decryption middle attacks ssl legal regulatory ssl traffic encrypt leaves network atom failing thinks bad certificate traffic attacked mitm atom failing case traffic legitimately broken legitimate hidden configuration enabled atom ignore ssl certificate errors risky end users reduces security configuration discoverable ui element technical user enable security alternately atom show actual url raised error url white list bypass ssl decryption packages themes installed packages themes central repository common organizational running atom windows enterprise sp1',bug
905,leave,'nice offering chance',enhancement
906,'highlight directory files directory pane','opened file test java terminal atom test java opened previous directory unhighlighted directory pane minor enhancement screen shot https cloud githubusercontent assets 95fe2d3e 11e5 8b45 57364ec30178 png',bug
907,'make persistent','feature unnecessary',enhancement
908,'convention selectors','naming conventions naming conventions misunderstandings languages developers headache suggest naming conventions naming conventions languages naming conventions naming conventions naming conventions',enhancement
909,'','',enhancement
910,'support ways coffeescript','bundling improve infrastructure standardjs bundled opting alternative directives',enhancement
911,buttons,'btn btn 5989e0e2 44ce 94a3 33e6f2e00c1e btn btn btn 5d3580d4 44ce 8346e0a335aa btn a1313e2c 44ce 9c77 f16e017ff23a',enhancement
912,ability,'neat feature',enhancement
913,'rendering errors scoped character widths incorrectly','state character widths set back state file https github maxbrunsfeld tree sitter blob master src runtime parser folded text light themes source code pro character widths character js atom workspace getactivetexteditor displaybuffer widths charwidthsbyscope source meta function meta block type charwidths character width charwidthsbyscope source meta function function charwidths charwidthsbyscope source meta function function charwidths cc cii changed measurement recently',bug
914,'softtabs defaulttabtype',advent,enhancement
915,hyperlinked,'great pointers hyperlinked love operators screeshot aca237c8 86c1 98e3353c1f02',enhancement
916,add,'supports modifications knowing knowing',enhancement
917,inconsistency,'',enhancement
918,'','reasoning peripheral torn concentration 5ch feels optimal implement log10 ch 2ch',enhancement
919,'strange problem latest master','waaat https cloud githubusercontent assets dad3ef26 41e0 11e5 88f9 4120247b25af gif select text press key selected text replaced selection stays selecting text safe mode atom 469662a osx benogle maxbrunsfeld doesn happen selections happen text foo bar baz select bar including press key replace selection',bug
920,'copy paste doesn work properly line windows','copying ctrl ctrl file style line lf doesn expected line clipboard range issues paste text application doesn handle lf notepad vim putty doesn app handles lf paste text file lf vice versa issue briefly line text clipboard text atom behaves strangely compared line insufficient files user line file lf line copy paste copy text back lf call lf files windows case atom users atom text line platform native line clipboard conversion content clipboardâ text buffer changed',bug
921,'windows crashes','apologies apologize reported couldn close issue case oddball case platform version platform windows version atom safe mode yep crashes remote smb share mac machine yosemite mapped drive share steps reproduce create samba smb share mac machine share windows machine atom io open directory share windows explorer file share simply share directory opened atom io back opened directory point atom io crashes tests bit unique apologize debug tested setup linux samba share windows file share atom io behaves crashes setups mac yosemite samba created windows ad domain domain',bug
922,'windows updated updating','users user appdata local atom bin doesn updated update installed atom directory path atom windows console update showing console atom system path atom updated version files users user appdata local atom bin files app issue multiple times app updater time',bug
923,'scroll cursor end line base16 tomorrow dark syntax theme','description soft wrap disabled long line text viewport width editor pane erroneous observed attempting end line bottom scroll bar doesn properly repeat expected steps reproduce reproduce scroll bar keyboard command editor move end screen line key applies platform configuration open atom empty file soft wrap disabled type long string line string exceed width editor viewport press kbd end kbd scroll scrollbar bottom editor pane actual results case end line keyboard cursor move end line cursor end line content visible case scrollbar past point end line cursor remains hidden end line expected results case scrollbar event read content end line case keyboard commands end line content cursor blinking notes repeating editor move end screen line command time move end line couldn scroll bar issue consistently reproducible os',bug
924,'idea make restoring easier','overwrote grateful worthwhile implement feature people dumb proposal dest',enhancement
925,'correctly window','move contents screen offf line cursor moves line window open file https github smparkes sphinxsearch blob upstream trunk src sphinx cpp start line hold cursor screen creeps window bottom screen holding position line cursor screen atom fedora shell',bug
926,'','copies great',enhancement
927,'line specs fail transpiled file','running tests https cdn business uploads github atom 3x a46dc79a2e4a783e423f06453b4d332deb342f44 png checking source code file row https cdn business uploads github atom 3x 8c39d14a261567fbcd5572c64418c81f3e8383c3 png error actual error found file https cdn business uploads github atom 3x a937c28f777b88e2bd83fe0db5d4b55f09aa357b png transpiled file voila row https cdn business uploads github atom 3x fbe069f8745480980320657221b3ebcadcf855e0 png',bug
928,'updating breaks','img width alt src https cloud githubusercontent assets 0d768fc4 401f 11e5 84ce c73fc36228eb png restart update simply quit atom',bug
929,octicons,'octicons octicons straightforward octicons octicons octicons octicons octicons nice',enhancement
930,'activationhooks doesn work','steps reproduce package activationhooks file open restart atom ctrl alt platform video problem https youtu 0viuxfns jc notice bottom panel shows open file restart atom',bug
931,developers,'',enhancement
932,'pane item left jumps places','key bindings ctrl shift left tab jumps steps key defined screenshot open safe mode keymap empty atom osx img width alt screen shot pm src https cloud githubusercontent assets 0c9a1076 3f70 11e5 9dc7 0b01a1867458 png',bug
933,'specs window maximized','opening run atom package specs window maximized window width maximized window result window specs window maximized https cloud githubusercontent assets ee5b57be 3e89 11e5 95d1 25602d939efd png starts center screen guessing window initializes specs window normal https cloud githubusercontent assets 6bffeec8 3e8a 11e5 9ab7 4ace1b6a3091 png atom window bug topic atom windows immediately showing start maximized loads',bug
934,option,'questions bugging great motto productively',enhancement
935,hide,'8b9fc460 3d04 8a93 7f1e4a62c348 excluding idealized vote sense radical',enhancement
936,'global function replaced atom','commenting autocompile compile javascript function works fine autocompile loophole function var oldfunction function function loophole function replaced function oldfunction atom affect compiler parse function doesn anymore proven causing issue atom worked updated longer works',bug
937,'check update update','running version version detected background opening release notes menu show restart update clicking check update update latest version atomupdatewindows https cloud githubusercontent assets f9d04498 3cf8 11e5 4dc7ea637dec png windows',bug
938,easily,'lengths xcode st2 st3 tw ke visualstudio tsv faster excel regexes reasonable',enhancement
939,'window decorations corrupted workspace switching xfce','switch xfce atom window decorations glitchy linux mint xfce xfce atom firefox steps reproduce open atom workspace firefox switch atom workspace workspace back result atom window decorations rendered contents workspace shown place atom redraw switching focus application workspace atom normal errors shown terminal launch atom video http sproul xyz atom xfce render bug ogg doesn happen arch linux machine xfce bug xfce version upgrade update thread related reproduce',bug
940,'view bug','install packages tab view box packages text box coded colors highlight text box read',bug
941,'add parent','myfoldera myfoldera1 myfoldera2 afile myfolderb myfolderb1 myfolderb2 anotherfile myfoldera myfoldera1 myfoldera myfoldera1 significant quicker',enhancement
942,greedy,'complaint st3 st3 st3 sense',enhancement
943,'improving changelogs','challenge modular challenge bones summaries changelogs bundled significant surprises 8899f00c846d9e1525985f551f79cfb134f1bf5b commitcomment proposal changelog leverage changelog changelog exclusively individually significant organize changelogs nice inspiration ability filter changelog',enhancement
944,'apis limit autoupdate','improve backwards compatible regressions nice apis programatically sense',enhancement
945,'atom workspace open case sentive','path main ext path main ext windows atom opens windows title main hx main hx point file edit save window updated output path case atom workspace open open line column windows atom javascript open windows file javascript atom workspace open path line column searchallpanes true javascript atom workspace open path tolowercase line column searchallpanes true',bug
946,'utf16 encoded files aren utf16','atom properly save files steps reproduce create windows scheduled task windows create xml file utf endian screenshot https cloud githubusercontent assets 8762c78c 3aa0 11e5 4279a50b3db3 png open xml atom atom utf le file doesn screenshot https cloud githubusercontent assets b00120d0 3aa0 11e5 961d 3052bdadd323 png xml windows task scheduler created infact utf file screenshot https cloud githubusercontent assets c2f39c18 3aa0 11e5 9b7f 50e9c05cee3d png letter word file save xml back windows task scheduler error task error reported error element screenshot https cloud githubusercontent assets e3469c4a 3aa0 11e5 84be 82b4c247cf10 png open exported file editor notepad formatted properly windows task scheduler won freak atom windows server 2012r2',bug
947,'introduce scheme dedupe','dedupe bloat facebooknuclideapm 903m enormous reasons 903m magnitude duped slower efficiently putting disadvantage rubber ducking rubber duck indirection parameterized nice natively efficiently',enhancement
948,browser,'',enhancement
949,'ux add management','intuitive manage',enhancement
950,'extract gitrepository','ordinary extract trivial',enhancement
951,'scroll bar doesn respond files','atom zip files trouble scrolling pane mb gif demonstrating gif https cloud githubusercontent assets ec12a0aa 394a 11e5 83f4 f8e492736e5b gif click scroll bar start zip file mouse wheel click scroll bar middle scroll bar simply upwards note works zip files files fine os ubuntu x64 atom version atom everyday text editor',bug
952,'option indexed','indexed nutty excel applescript arrays indexed perplexingly supports indexed literally correspondence suited arithmetic seamlessly exceptionally implement',enhancement
953,'doesn cursor position edit','related atom os steps reproduce open long file edit top file scroll edit multiple selection cancel multiple selection undo redo cursor position latest multiple selection place',bug
954,'worktree repositories','searches worktree repositories gitdir gitdir repositories worktree worktree gitdir gitdir repositories',enhancement
955,'','matching 6112274e 2c68 9a049a642470',enhancement
956,'make easier','ditch obfuscated hacker oriented audiences adverts',enhancement
957,'','routed beneficial emitting',enhancement
958,'','ordinarily 1c0eb884 829f 5dea77d2bc05 distracted thankful deletion',enhancement
959,'uncommenting behaving','uncomment sublime intuitive uncomment 63db13cc 330d 99c5 c8d4f82e2b30 imagine great',enhancement
960,'feature request','nice 00a0 indistinguishable ba5cf786 75be7a4b618f',enhancement
961,'pastetext emit text','inserttext calls emitwillinserttextevent text emitter emit insert text didinsertevent pastetext',bug
962,'scroll editor panels bottom open','raised wrong repo correct couldn previous issue raised issue atom linter repository originally https github atom community linter issues felt issue responsibility linter package linter atom core https github atom atom issues good handle issue atom core problem open bottom atom window replace linter code bottom file overlap code open hiding code view scroll type erroneous bottom ss https www dropbox aplhj66dn0mohfv screenshot png dl panel shows overlaps code ss https www dropbox qqren1bvolmc2l9 screenshot png dl problem troublesome opened windows linter replace panel bothered triggered keyboard command focussed typing code linter panel disturbing panel suddenly show block view code enable scroll past end alleviates issue bit doesn happen scroll overlap editor window push causing shrink problem typing top file code pushed view',bug
963,'enable dictionary lookup',intrusive,enhancement
964,'stage running atom shell errors','atom v1 node v0 npm v2 archlinux arch x86 building script build script task dumping errors running atom shell task facing issue due bug module failing users https github atom node github issues stack file script utils run js dump hidden error console line var args path resolve build coffee stack rebuild atom command line script build dump error typeerror path unescaped characters temporary issue bash http https ftp http https ftp running atom shell task running atom shell chromedriver task running build task running coffee glob multiple coffee task files created running prebuild src prebuild task running glob multiple task files compiled json running peg glob multiple peg task running license save license task running module cache task running compile packages slug task running set version task running asar task errors issue version tunnel agent package https github npm npm issues issuecomment',bug
965,add,nice,enhancement
966,'open file open window','atom ubuntu run atom nonexistantfile window opened atom start open open window',bug
967,'editor cut end line empty line fold deletes fold','inconsistencies code editor cut end line ctrl darwin deleting line behavoiur cursor empty line delete line delete newline line folded deleted cut deleted demonstration gif normal line folded demo http shortweightyhorseshoebat gif',bug
968,'soft wrap soft wrap file opened','problem rm ed atom app atom installed fresh atom website problem image https cloud githubusercontent assets 097705a0 2fbe 11e5 898f ca44b30ee84b png checked unchecked documents open soft wrap restart problem',bug
969,'packagemanager activate spec fails due local atom styles file','https github atom atom issues issuecomment running apm test directory local clone spec fail atom packagemanager activate calls ondidactivateinitialpackages error leaking subscriptions paths users izuzak atom ensurenopathsubscriptions users izuzak github atom spec spec helper coffee object object anonymous users izuzak github atom spec spec helper coffee file doesn exist spec doesn fail cc',bug
970,'displaymarker doesn dispatch line','demonstration marker https cloud githubusercontent assets 2f921bfa 2fd5 11e5 98a6 4a66b857ac5a gif attached listener event marker created texteditor markbufferrange console receive event lines line range underlying buffer marker doesn emit event screen range display marker emit event case',bug
971,'click open urls fails open chromium proceeds de defined webbrowser','run atom version bb1fa7f iojs v2 node v2 npm node gyp v2 release description opensuse harlequin x86 release uname rm g5ccacb4 desktop x86 plasma5 desk plasma5 desktop 91git 20150713t211720 61fe1bc x86 launched usr bin kdesu usr local atom bin atom list installed packages ui click open url dialog opened time chromium run start chromium normal user run alternate user data dir profile information click url simply correctly opened de browser firefox chromium exist machine installed fileassociation set browser user machine',bug
972,restore,'ala sublime',enhancement
973,'play lines','json file starts json version main lib index js spacing weird place cursors aligned version json version main lib index js hit tab json version main lib index js backspace json version main lib index js',bug
974,'editor bufferrangeforscopeatcursor returns undefined','reproduce empty markdown file markdown link http represents cursor position end link buffer range link javascript editor atom workspace getactivetexteditor check link selector cursor editor getlastcursor cursor getscopedescriptor getscopesarray source gfm link underline link gfm punctuation definition end gfm link buffer range editor bufferrangeforscopeatcursor link undefined editor bufferrangeforscopeatcursor underline link gfm undefined',bug
975,'',voted,enhancement
976,'line wrap inserts wrap character accounted','tab character line wraps place tab character buffer line offset character causing offset atombug https cloud githubusercontent assets 132f2dc0 2bb8 11e5 8fe0 9b872121c54c gif edit line line buffer apologies capping line position note affects line line wraps tab buffer atom version os osx',bug
977,'atom crashes opening lan','open computer network shows dialog editor responding',bug
978,'','feature branching feature saver free worry wikia nice',enhancement
979,'uncaught error encountered invalid end id popped expected pop','enter steps reproduce vim omnisharp visually highlighted method file delete error occurred atom version system fedora release thrown atom core stack trace uncaught error encountered invalid end id popped expected pop usr share atom resources app asar src tokenized buffer js error encountered invalid end id popped expected pop tokenizedbuffer module exports tokenizedbuffer scopesfromtags usr share atom resources app asar src tokenized buffer js tokenizedbuffer module exports tokenizedbuffer openscopesforrow usr share atom resources app asar src tokenized buffer js tokenizedbuffer module exports tokenizedbuffer tokenizenextchunk usr share atom resources app asar src tokenized buffer js usr share atom resources app asar src tokenized buffer js usr share atom resources app asar node modules underscore node modules underscore underscore js commands core confirm atom text editor editor mini focused 4x blur atom text editor editor mini focused vim mode move atom text editor editor vim mode command mode focused 4x vim mode move atom text editor editor vim mode command mode focused vim mode atom text editor editor vim mode command mode focused vim mode activate command mode atom text editor editor vim mode focused insert mode 2x vim mode delete atom text editor editor vim mode focused command mode 3x vim mode undo atom text editor editor vim mode focused command mode core save atom text editor editor vim mode focused command mode undefined vim mode move atom text editor editor vim mode focused command mode 2x vim mode move atom text editor editor vim mode focused command mode 6x vim mode move atom text editor editor vim mode focused command mode vim mode activate linewise visual mode atom text editor editor vim mode focused command mode 6x vim mode move atom text editor editor vim mode focused visual mode 3x vim mode delete atom text editor editor vim mode focused visual mode vim mode move atom text editor editor vim mode focused command mode config json core disabledpackages metrics mode themes light ui atom light syntax editor invisibles installed packages coffee user atom beautify v0 atom yeoman v0 linter v1 omnisharp atom v0 vim mode v0 dev dev packages',bug
980,'feature request accept','nice 8a1cec76 2ae9 80f5 ef6eb1f6fc51',enhancement
981,'showing line disables pixel aa tabs bar','https github atom dark ui issues wiox noticed pixel aliasing disabled fuzzy finder status bar pixel https cloud githubusercontent assets 9299865a 2b18 11e5 8f8d 936466ccedf6 png caused line tiles promoted gpu layer related strange affects gpu layer line doesn affect rest notice composited layer borders status bar webkit transform translate3d 0px 0px 0px transform tiles https cloud githubusercontent assets 0dae2350 2b19 11e5 7201ba42ae5e gif heard interacting enabled cc cii edit transform move line replaced',bug
982,'bug fonts japanese chinese hebrew ubuntu atom v1','atom foreign characters japanese found replied https discuss atom io japanese encoding package install japanese anthy installed type japanese characters libreoffice chrome utf atom characters squares',bug
983,fit,'feature advantage estate preference',enhancement
984,'zoomfontwhenctrlscrolling surprising inertial','inertial actively surprising inertial actively surprising feels smarter',enhancement
985,'','folding feature kate great folding folding c3dd9488 b91b5874cfdc',enhancement
986,cloning,boring,enhancement
987,'updating disabled enables','test locally install older version package vim mode package installed disabled clicked update package update package updated enabled expected remain disabled large issue catch larger disabled packages',bug
988,form,l78,enhancement
989,'make option','sublime 71eveov6tf4 great',enhancement
990,'nonexistent provide','bask silence',enhancement
991,'menu triggered menu key positioned cursor','atom windows summoning menu keyboard menu key expected behavior visual studio google menu rooted input cursor atom menu rooted position mouse cursor atom cm https cloud githubusercontent assets f51dd40a 27f0 11e5 988d 7057a6106984 png menu positioned input cursor misspelled word',bug
992,'uncaught error econnreset reset peer write','enter steps reproduce atom version system microsoft windows professional thrown atom core stack trace uncaught error econnreset reset write users zubair roam appdata local atom app resources app asar src pane js error econnreset reset write error native object fs writesync fs js object fs writefilesync fs js object fsplus writefilesync users zubair roam appdata local atom app resources app asar node modules fs lib fs js file module exports file writefilesync users zubair roam appdata local atom app resources app asar node modules pathwatcher lib file js file module exports file writefilewithprivilegeescalationsync users zubair roam appdata local atom app resources app asar node modules pathwatcher lib file js file module exports file writesync users zubair roam appdata local atom app resources app asar node modules pathwatcher lib file js textbuffer module exports textbuffer saveas users zubair roam appdata local atom app resources app asar node modules text buffer lib text buffer js textbuffer module exports textbuffer save users zubair roam appdata local atom app resources app asar node modules text buffer lib text buffer js texteditor module exports texteditor save users zubair roam appdata local atom app resources app asar src text editor js commands replace show atom text editor editor 2x core backspace atom text editor editor mini focused core confirm atom text editor editor mini focused editor newline atom text editor editor focused core paste atom text editor editor focused editor newline atom text editor editor focused core backspace atom text editor editor focused core save atom text editor editor focused config json installed packages coffee user installed packages dev dev packages',bug
993,inconsistency,'affirmative 1dd3ca86 2c88e340b781 294ae00c 8e20',enhancement
994,add,'œalso shutdown',enhancement
995,'','potofflower whale',enhancement
996,arm,'wave informational arm raspberry pis chromebooks arm 94cbf112 d6b5c74e6bd7 arm arm chromebook arm compatible great news future tinkerers patches hands answer adjustments jlord 7ffaf94d041982346934 forks arm',enhancement
997,'open files beta','open file folder mac os el capitan case developer release opening file dialog cancel close command command close atom interestingly visual studio code built electron code base runs perfectly fine builds mac os el capitan',bug
998,'support keymap',justified,enhancement
999,'bufferedprocess doesn yield error running windows','spec https github atom atom blob master spec buffered process spec coffee l15 bufferedprocess call handler defined onwillthrowerror spawned command doesn exist case windows box command spawned shell cmd exe aweful setup handler error message cmd exe logged stderr process case cmd exe exits status code spec fail running windows bug bufferedprocess',bug
1000,'','cool prefereably',enhancement
1001,'','',enhancement
1002,'atom defined thrown opening atom url','open atom url exception console referenceerror atom defined function module exports package isbundledpackagepath users alivneh atom src package coffee function module exports package loadmetadata users alivneh atom src package coffee packagemanager module exports packagemanager getavailablepackagemetadata users alivneh atom src package manager coffee atomapplication module exports atomapplication openurl users alivneh atom src browser atom application coffee eventemitter anonymous users alivneh atom src browser atom application coffee emittwo events js eventemitter emit events js apparently atom defined https github atom atom blob 5dee3ce5950d972d3f275ad1a93d62f542d42aeb src package coffee l22 interestingly atomapplication defined isbundledpackagepath simply atom atom atomapplication beginning isbundledpackagepath fixes underlying issue addressed',bug
